role;name;team;partite_valide;media_voto;fanta_media;goal_fatti;goal_subiti;rigori_parati;rigori_totali;rigori_segnati;rigori_sbagliati;assist;ammonizioni;espulsioni;autogoal;stagione;migliore;anno_finale
A;Vlahovic;Fiorentina;4;5.62;5.62;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0;2019
A;Odgaard;Sassuolo;1;6.0;6.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0;2019
A;Piccoli;Atalanta;1;5.5;5.5;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0;2019
A;Scamacca;Sassuolo;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0;2019
A;Sottil;Fiorentina;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0;2019
P;Scuffet;Udinese;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2021-2022;0;2022
P;Aresti;Cagliari;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2021-2022;0;2022
P;Contini;Napoli;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2021-2022;0;2022
P;Turati;Sassuolo;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2021-2022;0;2022
P;Boer;Roma;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2021-2022;0;2022
P;Adamonis;Lazio;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2021-2022;0;2022
P;Piana;Udinese;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2021-2022;0;2022
P;Mirante;Milan;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2022-2023;0;2023
P;Lamanna;Monza;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2022-2023;0;2023
P;Berisha;Torino;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2022-2023;0;2023
P;Padelli;Udinese;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2022-2023;0;2023
P;Pinsoglio;Juventus;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2022-2023;0;2023
P;Rossi F.;Atalanta;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2022-2023;0;2023
P;Ravaglia F.;Bologna;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2022-2023;0;2023
P;Contini;Sampdoria;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2022-2023;0;2023
P;Brancolini;Lecce;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2022-2023;0;2023
P;Bleve;Lecce;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2022-2023;0;2023
P;Berardi A.;Verona;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2022-2023;0;2023
P;Gemello;Torino;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2022-2023;0;2023
P;Boer;Roma;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2022-2023;0;2023
P;Adamonis;Lazio;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2022-2023;0;2023
P;Piana;Udinese;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2022-2023;0;2023
P;Bagnolini;Bologna;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2022-2023;0;2023
P;Sorrentino A.;Monza;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2022-2023;0;2023
P;Martinelli T.;Fiorentina;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2022-2023;0;2023
P;Sepe;Lazio;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2023-2024;0;2024
P;Lamanna;Monza;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2023-2024;0;2024
P;Sommariva;Genoa;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2023-2024;0;2024
P;Pegolo;Sassuolo;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2023-2024;0;2024
P;Padelli;Udinese;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2023-2024;0;2024
P;Frattali;Frosinone;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2023-2024;0;2024
P;Brancolini;Lecce;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2023-2024;0;2024
P;Bleve;Lecce;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2023-2024;0;2024
P;Berardi A.;Verona;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2023-2024;0;2024
P;Boer;Roma;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2023-2024;0;2024
P;Adamonis;Lazio;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2023-2024;0;2024
P;Piana;Udinese;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2023-2024;0;2024
P;Bagnolini;Bologna;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2023-2024;0;2024
P;Luis Maximiano;Lazio;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2023-2024;0;2024
P;Popa;Torino;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2023-2024;0;2024
P;Stubljar;Empoli;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2023-2024;0;2024
P;Stankovic F.;Inter;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2023-2024;0;2024
P;Gori;Monza;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2023-2024;0;2024
P;Borbei;Lecce;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2023-2024;0;2024
P;Palmisani;Frosinone;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2023-2024;0;2024
P;Gasperini T.;Bologna;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2023-2024;0;2024
P;Samooja;Lecce;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2023-2024;0;2024
P;Stolz;Genoa;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2023-2024;0;2024
P;Perin;Juventus;3;6.0;5.67;0;1;0;0;0;0;0;0;0.0;0.0;2023-2024;0;2024
D;Gosens;Atalanta;33;6.39;7.38;9;0;0;0;0;0;7;3;0.0;0.0;2019-2020;1;2020
D;Hernandez T.;Milan;33;6.33;6.73;6;0;0;0;0;0;2;10;0.0;1.0;2019-2020;0;2020
D;De Vrij;Inter;34;6.29;6.6;4;0;0;0;0;0;1;5;0.0;0.0;2019-2020;0;2020
D;Acerbi;Lazio;36;6.26;6.43;2;0;0;0;0;0;2;4;0.0;0.0;2019-2020;0;2020
D;Milenkovic;Fiorentina;37;6.18;6.46;5;0;0;0;0;0;0;9;0.0;0.0;2019-2020;0;2020
D;Bonucci;Juventus;35;6.27;6.4;3;0;0;0;0;0;0;9;0.0;0.0;2019-2020;0;2020
D;Faraoni;Verona;36;6.1;6.51;5;0;0;0;0;0;3;6;0.0;0.0;2019-2020;0;2020
D;Smalling;Roma;30;6.05;6.35;3;0;0;0;0;0;1;2;0.0;0.0;2019-2020;0;2020
D;Toloi;Atalanta;30;6.18;6.35;2;0;0;0;0;0;4;11;0.0;0.0;2019-2020;0;2020
D;Biraghi;Inter;23;5.98;6.43;2;0;0;0;0;0;6;3;0.0;0.0;2019-2020;0;2020
D;Djimsiti;Atalanta;34;6.07;6.21;2;0;0;0;0;0;1;5;0.0;0.0;2019-2020;0;2020
D;Manolas;Napoli;25;5.98;6.42;4;0;0;0;0;0;0;2;0.0;0.0;2019-2020;0;2020
D;Romagnoli;Milan;35;6.11;6.14;1;0;0;0;0;0;0;4;0.0;0.0;2019-2020;0;2020
D;Spinazzola;Roma;22;6.25;6.43;1;0;0;0;0;0;2;2;0.0;0.0;2019-2020;0;2020
D;Di Lorenzo;Napoli;33;5.88;6.17;3;0;0;0;0;0;3;5;0.0;0.0;2019-2020;0;2020
D;Bani;Bologna;27;5.96;6.19;4;0;0;0;0;0;0;10;1.0;0.0;2019-2020;0;2020
D;Alex Sandro;Juventus;29;5.97;6.07;1;0;0;0;0;0;2;4;0.0;0.0;2019-2020;0;2020
D;Palomino;Atalanta;30;5.97;6.05;2;0;0;0;0;0;1;5;0.0;1.0;2019-2020;0;2020
D;Mancini;Roma;32;6.03;5.88;1;0;0;0;0;0;0;14;1.0;0.0;2019-2020;0;2020
D;Donati;Lecce;20;5.92;5.88;1;0;0;0;0;0;0;4;0.0;1.0;2019-2020;0;2020
D;Darmian;Parma;32;5.92;5.95;1;0;0;0;0;0;1;6;0.0;0.0;2019-2020;0;2020
D;Bremer;Torino;27;5.78;6.0;3;0;0;0;0;0;0;2;2.0;0.0;2019-2020;0;2020
D;Sabelli;Brescia;36;5.89;5.85;0;0;0;0;0;0;3;5;0.0;1.0;2019-2020;0;2020
D;Lirola;Fiorentina;35;5.83;5.83;0;0;0;0;0;0;2;4;0.0;0.0;2019-2020;0;2020
D;Bastoni;Inter;25;5.98;6.04;2;0;0;0;0;0;0;7;1.0;0.0;2019-2020;0;2020
D;Rrahmani;Verona;36;5.94;5.9;0;0;0;0;0;0;1;5;0.0;0.0;2019-2020;0;2020
D;Kyriakopoulos;Sassuolo;23;6.0;6.0;0;0;0;0;0;0;2;4;0.0;0.0;2019-2020;0;2020
D;Hysaj;Napoli;19;5.87;6.05;1;0;0;0;0;0;2;3;0.0;0.0;2019-2020;0;2020
D;Hateboer;Atalanta;30;5.88;5.85;0;0;0;0;0;0;4;10;0.0;0.0;2019-2020;0;2020
D;Pellegrini Lu.;Cagliari;24;6.04;6.04;0;0;0;0;0;0;5;10;0.0;0.0;2019-2020;0;2020
D;Danilo;Juventus;22;5.77;5.95;2;0;0;0;0;0;0;2;1.0;0.0;2019-2020;0;2020
D;Augello;Sampdoria;16;6.06;6.12;0;0;0;0;0;0;2;2;0.0;0.0;2019-2020;0;2020
D;Toljan;Sassuolo;28;5.91;5.95;1;0;0;0;0;0;2;8;0.0;0.0;2019-2020;0;2020
D;Kumbulla;Verona;24;6.15;6.12;1;0;0;0;0;0;0;5;1.0;0.0;2019-2020;0;2020
D;Soumaoro;Genoa;8;5.88;6.12;1;0;0;0;0;0;0;2;0.0;0.0;2019-2020;0;2020
D;Dermaku;Parma;15;6.07;6.0;0;0;0;0;0;0;0;2;0.0;0.0;2019-2020;0;2020
D;Izzo;Torino;31;5.79;5.74;1;0;0;0;0;0;0;5;2.0;0.0;2019-2020;0;2020
D;Calabria;Milan;23;5.76;5.8;1;0;0;0;0;0;1;2;2.0;0.0;2019-2020;0;2020
D;Florenzi;Roma;13;6.0;5.88;0;0;0;0;0;0;1;5;0.0;0.0;2019-2020;0;2020
D;Ferrari G.;Sassuolo;22;5.91;5.84;0;0;0;0;0;0;1;5;0.0;0.0;2019-2020;0;2020
D;Rogerio;Sassuolo;15;6.0;6.07;1;0;0;0;0;0;1;6;0.0;0.0;2019-2020;0;2020
D;Kjaer;Milan;20;6.0;5.9;0;0;0;0;0;0;0;4;0.0;0.0;2019-2020;0;2020
D;Singo;Torino;3;6.33;7.33;1;0;0;0;0;0;0;0;0.0;0.0;2019-2020;0;2020
D;Mario Rui;Napoli;23;5.85;5.74;0;0;0;0;0;0;2;9;0.0;0.0;2019-2020;0;2020
D;Patric;Lazio;21;5.83;5.74;0;0;0;0;0;0;0;2;1.0;0.0;2019-2020;0;2020
D;Karsdorp;Roma;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2019-2020;0;2020
D;Bonifazi;SPAL;17;5.56;5.85;2;0;0;0;0;0;0;2;0.0;0.0;2019-2020;0;2020
D;Gunter;Verona;31;5.81;5.69;0;0;0;0;0;0;0;7;0.0;0.0;2019-2020;0;2020
D;Dimarco;Verona;8;6.0;5.94;0;0;0;0;0;0;2;1;0.0;1.0;2019-2020;0;2020
D;De Silvestri;Torino;26;5.77;5.73;0;0;0;0;0;0;0;2;0.0;0.0;2019-2020;0;2020
D;Pezzella Giu.;Parma;19;5.71;5.66;0;0;0;0;0;0;0;2;0.0;0.0;2019-2020;0;2020
D;Biraschi;Genoa;24;5.65;5.46;0;0;0;0;0;0;0;3;1.0;1.0;2019-2020;0;2020
D;Venuti;Fiorentina;13;5.81;5.73;0;0;0;0;0;0;1;4;0.0;0.0;2019-2020;0;2020
D;Demiral;Juventus;6;6.25;6.83;1;0;0;0;0;0;1;1;0.0;0.0;2019-2020;0;2020
D;Calafiori;Roma;1;6.5;6.5;0;0;0;0;0;0;0;0;0.0;0.0;2019-2020;0;2020
D;Juan Jesus;Roma;3;5.0;4.67;0;0;0;0;0;0;0;2;0.0;0.0;2019-2020;0;2020
D;Goldaniga;Genoa;11;5.59;5.68;1;0;0;0;0;0;0;4;0.0;0.0;2019-2020;0;2020
D;Zappacosta;Roma;9;5.72;5.83;0;0;0;0;0;0;1;0;0.0;0.0;2019-2020;0;2020
D;Ceccherini;Fiorentina;10;5.85;5.7;0;0;0;0;0;0;0;3;0.0;0.0;2019-2020;0;2020
D;Fazio;Roma;15;5.7;5.77;1;0;0;0;0;0;0;2;1.0;0.0;2019-2020;0;2020
D;Bereszynski;Sampdoria;28;5.5;5.25;0;0;0;0;0;0;0;10;0.0;1.0;2019-2020;0;2020
D;Lykogiannis;Cagliari;19;5.74;5.68;0;0;0;0;0;0;1;4;0.0;0.0;2019-2020;0;2020
D;Magnani;Sassuolo;6;5.67;5.92;1;0;0;0;0;0;0;3;0.0;0.0;2019-2020;0;2020
D;Djidji;Torino;13;5.31;5.12;0;0;0;0;0;0;0;1;0.0;1.0;2019-2020;0;2020
D;Ibanez;Roma;9;5.94;5.83;0;0;0;0;0;0;0;2;0.0;0.0;2019-2020;0;2020
D;Walukiewicz;Cagliari;14;5.64;5.61;0;0;0;0;0;0;0;1;0.0;0.0;2019-2020;0;2020
D;Gabbia;Milan;9;5.83;5.78;0;0;0;0;0;0;0;1;0.0;0.0;2019-2020;0;2020
D;Carboni A.;Cagliari;6;5.5;5.0;0;0;0;0;0;0;0;2;2.0;0.0;2019-2020;0;2020
D;Tonelli;Sampdoria;9;5.83;5.61;0;0;0;0;0;0;0;4;0.0;0.0;2019-2020;0;2020
D;Rugani;Juventus;8;5.31;5.19;0;0;0;0;0;0;0;2;0.0;0.0;2019-2020;0;2020
D;De Sciglio;Juventus;7;6.0;5.93;0;0;0;0;0;0;0;1;0.0;0.0;2019-2020;0;2020
D;Luperto;Napoli;7;5.64;5.5;0;0;0;0;0;0;0;2;0.0;0.0;2019-2020;0;2020
D;Pajac;Genoa;10;5.65;5.6;0;0;0;0;0;0;0;1;0.0;0.0;2019-2020;0;2020
D;Rodriguez R.;Milan;5;5.8;5.8;0;0;0;0;0;0;0;0;0.0;0.0;2019-2020;0;2020
D;Buongiorno;Torino;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2019-2020;0;2020
D;Ranieri L.;Fiorentina;3;5.5;5.17;0;0;0;0;0;0;0;0;1.0;0.0;2019-2020;0;2020
D;Okoli;Atalanta;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2019-2020;0;2020
D;Dawidowicz;Verona;10;5.9;5.9;1;0;0;0;0;0;0;2;2.0;0.0;2019-2020;0;2020
D;Gallo;Lecce;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2019-2020;0;2020
D;Bellanova;Atalanta;1;6.0;6.0;0;0;0;0;0;0;0;0;0.0;0.0;2019-2020;0;2020
D;Pirola;Inter;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2019-2020;0;2020
C;Gomez;Atalanta;36;6.71;7.62;7;0;0;0;0;0;13;2;0.0;0.0;2019-2020;1;2020
C;Luis Alberto;Lazio;36;6.46;7.31;6;0;0;1;1;0;15;5;0.0;0.0;2019-2020;0;2020
C;Mancosu;Lecce;33;6.09;7.2;14;0;0;11;9;2;2;3;0.0;0.0;2019-2020;1;2020
C;Mkhitaryan;Roma;22;6.25;7.59;9;0;0;0;0;0;5;5;0.0;0.0;2019-2020;0;2020
C;Calhanoglu;Milan;35;6.3;7.24;9;0;0;1;1;0;9;6;0.0;0.0;2019-2020;0;2020
C;Chiesa;Fiorentina;34;6.31;7.15;10;0;0;2;1;1;5;7;0.0;0.0;2019-2020;0;2020
C;Malinovskyi;Atalanta;32;6.27;6.91;8;0;0;1;0;1;3;5;1.0;0.0;2019-2020;0;2020
C;Pasalic;Atalanta;34;6.15;6.88;9;0;0;0;0;0;3;6;0.0;1.0;2019-2020;0;2020
C;Candreva;Inter;30;6.22;6.87;5;0;0;0;0;0;7;5;0.0;0.0;2019-2020;0;2020
C;Castrovilli;Fiorentina;33;6.35;6.53;3;0;0;0;0;0;2;10;0.0;0.0;2019-2020;0;2020
C;Lazovic;Verona;38;6.2;6.57;3;0;0;0;0;0;7;4;0.0;0.0;2019-2020;0;2020
C;Pessina;Verona;34;6.04;6.56;7;0;0;0;0;0;0;7;0.0;0.0;2019-2020;0;2020
C;Bonaventura;Milan;26;6.12;6.62;3;0;0;0;0;0;5;2;0.0;0.0;2019-2020;0;2020
C;Pellegrini Lo.;Roma;27;6.2;6.5;1;0;0;0;0;0;9;6;1.0;0.0;2019-2020;0;2020
C;Traore' Hj.;Sassuolo;28;6.07;6.48;4;0;0;0;0;0;1;3;0.0;0.0;2019-2020;0;2020
C;Nandez;Cagliari;35;6.27;6.33;2;0;0;0;0;0;3;14;0.0;0.0;2019-2020;0;2020
C;Zielinski;Napoli;36;5.99;6.18;2;0;0;0;0;0;3;4;0.0;0.0;2019-2020;0;2020
C;Zaccagni;Verona;33;6.11;6.36;2;0;0;0;0;0;5;5;0.0;0.0;2019-2020;0;2020
C;Freuler;Atalanta;30;6.05;6.23;2;0;0;0;0;0;1;3;0.0;0.0;2019-2020;0;2020
C;Linetty;Sampdoria;28;5.96;6.43;4;0;0;0;0;0;3;4;0.0;0.0;2019-2020;0;2020
C;Verdi;Torino;32;5.89;6.2;2;0;0;0;0;0;6;4;0.0;0.0;2019-2020;0;2020
C;Duncan;Fiorentina;24;6.08;6.44;2;0;0;0;0;0;5;5;0.0;0.0;2019-2020;0;2020
C;Locatelli;Sassuolo;33;6.24;6.17;0;0;0;0;0;0;4;9;0.0;1.0;2019-2020;0;2020
C;Sensi;Inter;12;6.29;7.04;3;0;0;0;0;0;1;2;0.0;0.0;2019-2020;0;2020
C;Lazzari;Lazio;32;6.19;6.16;0;0;0;0;0;0;2;6;0.0;0.0;2019-2020;0;2020
C;Castillejo;Milan;19;6.21;6.61;2;0;0;0;0;0;3;3;0.0;0.0;2019-2020;0;2020
C;Amrabat;Verona;34;6.29;6.21;1;0;0;1;1;0;1;10;2.0;0.0;2019-2020;0;2020
C;De Roon;Atalanta;34;5.97;6.06;2;0;0;0;0;0;5;12;0.0;1.0;2019-2020;0;2020
C;Cuadrado;Juventus;33;6.05;6.18;2;0;0;0;0;0;3;7;1.0;0.0;2019-2020;0;2020
C;Jankto;Sampdoria;30;6.0;6.2;2;0;0;0;0;0;4;8;0.0;0.0;2019-2020;0;2020
C;Gagliardini;Inter;24;5.94;6.33;4;0;0;0;0;0;0;5;0.0;0.0;2019-2020;0;2020
C;Saponara;Lecce;16;6.0;6.47;2;0;0;0;0;0;3;3;0.0;0.0;2019-2020;0;2020
C;Barella;Inter;27;6.07;6.09;1;0;0;0;0;0;3;11;0.0;0.0;2019-2020;0;2020
C;Rog;Cagliari;29;6.1;6.07;1;0;0;0;0;0;1;10;0.0;0.0;2019-2020;0;2020
C;Barak;Lecce;22;5.89;6.18;2;0;0;0;0;0;1;1;0.0;0.0;2019-2020;0;2020
C;Marusic;Lazio;14;6.14;6.54;2;0;0;0;0;0;1;3;0.0;0.0;2019-2020;0;2020
C;Bennacer;Milan;31;6.03;5.9;1;0;0;0;0;0;0;14;0.0;0.0;2019-2020;0;2020
C;Lobotka;Napoli;13;6.12;6.12;0;0;0;0;0;0;0;0;0.0;0.0;2019-2020;0;2020
C;Strefezza;SPAL;32;5.91;5.92;1;0;0;0;0;0;2;7;1.0;0.0;2019-2020;0;2020
C;Valoti;SPAL;25;5.94;6.2;3;0;0;0;0;0;1;7;0.0;0.0;2019-2020;0;2020
C;Rabiot;Juventus;28;5.91;5.93;1;0;0;0;0;0;1;5;1.0;0.0;2019-2020;0;2020
C;Demme;Napoli;15;5.93;5.93;1;0;0;0;0;0;0;6;0.0;0.0;2019-2020;0;2020
C;Saelemaekers;Milan;12;6.0;6.08;1;0;0;0;0;0;0;2;1.0;0.0;2019-2020;0;2020
C;Vecino;Inter;18;5.97;6.25;2;0;0;0;0;0;1;4;0.0;0.0;2019-2020;0;2020
C;Di Francesco F.;SPAL;17;5.91;6.15;2;0;0;0;0;0;0;4;0.0;0.0;2019-2020;0;2020
C;Elmas;Napoli;19;5.97;6.03;1;0;0;0;0;0;1;7;0.0;0.0;2019-2020;0;2020
C;Dominguez;Bologna;15;5.87;5.9;0;0;0;0;0;0;1;1;0.0;0.0;2019-2020;0;2020
C;Cataldi;Lazio;16;6.09;6.22;1;0;0;0;0;0;0;3;0.0;0.0;2019-2020;0;2020
C;Cristante;Roma;24;5.77;5.81;1;0;0;0;0;0;2;7;1.0;0.0;2019-2020;0;2020
C;Grassi;Parma;14;5.93;6.0;1;0;0;0;0;0;1;6;0.0;0.0;2019-2020;0;2020
C;Benassi;Fiorentina;16;5.84;6.09;1;0;0;0;0;0;1;1;0.0;0.0;2019-2020;0;2020
C;Mandragora;Udinese;25;5.8;5.84;0;0;0;0;0;0;2;2;0.0;0.0;2019-2020;0;2020
C;Jagiello;Genoa;10;6.0;6.2;0;0;0;0;0;0;2;0;0.0;0.0;2019-2020;0;2020
C;Walace;Udinese;17;5.88;5.82;0;0;0;0;0;0;0;2;0.0;0.0;2019-2020;0;2020
C;Thorsby;Sampdoria;23;5.74;5.63;1;0;0;0;0;0;1;7;1.0;1.0;2019-2020;0;2020
C;Tameze;Atalanta;3;6.17;6.17;0;0;0;0;0;0;0;0;0.0;0.0;2019-2020;0;2020
C;Badelj;Fiorentina;20;5.65;5.72;1;0;0;0;0;0;0;1;1.0;0.0;2019-2020;0;2020
C;Bourabia;Sassuolo;17;5.68;5.47;1;0;0;0;0;0;1;5;1.0;2.0;2019-2020;0;2020
C;Lazaro;Inter;6;5.83;5.83;0;0;0;0;0;0;1;2;0.0;0.0;2019-2020;0;2020
C;Schouten;Bologna;18;5.78;5.56;0;0;0;0;0;0;0;6;1.0;0.0;2019-2020;0;2020
C;Rovella;Genoa;2;6.0;6.0;0;0;0;0;0;0;0;0;0.0;0.0;2019-2020;0;2020
C;Obiang;Sassuolo;24;5.81;5.65;1;0;0;0;0;0;0;10;0.0;1.0;2019-2020;0;2020
C;Maldini;Milan;1;6.0;6.0;0;0;0;0;0;0;0;0;0.0;0.0;2019-2020;0;2020
C;Krunic;Milan;11;5.77;5.73;0;0;0;0;0;0;1;3;0.0;0.0;2019-2020;0;2020
C;Machin;Parma;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2019-2020;0;2020
C;Deiola;Lecce;10;5.8;6.05;1;0;0;0;0;0;1;3;0.0;0.0;2019-2020;0;2020
C;Mazzitelli;Sassuolo;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2019-2020;0;2020
C;Coulibaly M.;Udinese;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2019-2020;0;2020
C;Nicolussi Caviglia;Juventus;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2019-2020;0;2020
C;Gaetano;Napoli;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2019-2020;0;2020
C;Zurkowski;Fiorentina;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2019-2020;0;2020
C;Fagioli;Juventus;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2019-2020;0;2020
C;Henderson L.;Verona;3;6.0;5.83;0;0;0;0;0;0;0;1;0.0;0.0;2019-2020;0;2020
A;Immobile;Lazio;37;6.57;9.49;36;0;0;15;14;1;7;8;0.0;0.0;2019-2020;0;2020
A;Zapata D.;Atalanta;28;6.54;8.66;18;0;0;1;1;0;6;1;0.0;0.0;2019-2020;1;2020
A;Lukaku;Inter;36;6.42;8.33;23;0;0;6;6;0;1;2;0.0;0.0;2019-2020;0;2020
A;Caputo;Sassuolo;34;6.32;8.31;21;0;0;2;2;0;6;3;0.0;0.0;2019-2020;1;2020
A;Muriel;Atalanta;31;6.32;7.98;18;0;0;7;6;1;1;1;0.0;0.0;2019-2020;0;2020
A;Berardi;Sassuolo;31;6.5;7.85;14;0;0;3;2;1;7;6;1.0;0.0;2019-2020;0;2020
A;Dybala;Juventus;32;6.67;7.84;11;0;0;1;1;0;7;5;0.0;0.0;2019-2020;0;2020
A;Belotti;Torino;35;6.16;7.41;16;0;0;8;7;1;3;4;0.0;1.0;2019-2020;0;2020
A;Martinez L.;Inter;35;6.21;7.29;14;0;0;3;2;1;3;7;1.0;0.0;2019-2020;0;2020
A;Correa;Lazio;30;6.27;7.13;9;0;0;1;0;1;2;0;0.0;0.0;2019-2020;1;2020
A;Milik;Napoli;26;6.1;7.27;11;0;0;0;0;0;0;5;0.0;0.0;2019-2020;0;2020
A;Simeone;Cagliari;37;6.01;7.01;12;0;0;0;0;0;3;4;0.0;0.0;2019-2020;0;2020
A;Barrow;Bologna;25;6.14;7.28;9;0;0;2;1;1;5;1;0.0;0.0;2019-2020;1;2020
A;Lapadula;Lecce;24;6.1;7.27;11;0;0;2;2;0;0;8;1.0;0.0;2019-2020;0;2020
A;Sanchez;Inter;17;6.44;7.5;4;0;0;1;1;0;8;2;1.0;0.0;2019-2020;1;2020
A;Petagna;SPAL;36;5.93;6.72;12;0;0;7;5;2;1;5;0.0;0.0;2019-2020;0;2020
A;Kouame';Fiorentina;18;6.31;7.44;6;0;0;0;0;0;3;1;0.0;0.0;2019-2020;1;2020
A;Lasagna;Udinese;36;5.86;6.71;10;0;0;0;0;0;1;1;0.0;0.0;2019-2020;0;2020
A;Orsolini;Bologna;37;5.92;6.69;8;0;0;0;0;0;6;3;0.0;0.0;2019-2020;1;2020
A;Kean;Juventus;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2019-2020;0;2020
A;Rafael Leao;Milan;27;6.07;6.78;6;0;0;0;0;0;1;0;0.0;0.0;2019-2020;0;2020
A;Bonazzoli;Sampdoria;18;6.22;7.19;6;0;0;0;0;0;0;1;0.0;0.0;2019-2020;0;2020
A;Vlahovic;Fiorentina;27;5.91;6.46;6;0;0;1;1;0;0;4;1.0;0.0;2019-2020;0;2020
A;Sanabria;Genoa;23;6.0;6.8;6;0;0;0;0;0;2;3;0.0;0.0;2019-2020;1;2020
A;Raspadori;Sassuolo;7;6.21;7.07;2;0;0;0;0;0;0;0;0.0;0.0;2019-2020;0;2020
A;Caprari;Parma;26;5.94;6.42;5;0;0;1;1;0;0;3;1.0;0.0;2019-2020;0;2020
A;Lozano;Napoli;24;5.92;6.4;4;0;0;0;0;0;1;3;0.0;0.0;2019-2020;0;2020
A;Defrel;Sassuolo;17;5.94;6.62;3;0;0;1;1;0;3;1;0.0;0.0;2019-2020;0;2020
A;Pinamonti;Genoa;30;5.7;6.12;5;0;0;2;1;1;1;1;0.0;0.0;2019-2020;0;2020
A;Politano;Napoli;22;5.93;6.27;2;0;0;0;0;0;2;1;0.0;0.0;2019-2020;0;2020
A;Sansone;Bologna;32;5.75;6.02;4;0;0;4;3;1;2;5;0.0;0.0;2019-2020;0;2020
