role;name;team;partite_valide;media_voto;fanta_media;goal_fatti;goal_subiti;rigori_parati;rigori_totali;rigori_segnati;rigori_sbagliati;assist;ammonizioni;espulsioni;autogoal;stagione;migliore;anno_finale
D;Tonelli;Napoli;4;5.38;6.12;1;0;0;0;0;0;0;0;0.0;0.0;2017-2018;0;2018
D;Patric;Lazio;10;5.9;5.95;0;0;0;0;0;0;1;1;0.0;0.0;2017-2018;0;2018
D;Bonifazi;Torino;6;6.0;6.0;0;0;0;0;0;0;0;0;0.0;0.0;2017-2018;0;2018
D;Mancini;Atalanta;9;5.83;5.89;1;0;0;0;0;0;0;4;0.0;0.0;2017-2018;0;2018
D;Bastoni;Atalanta;2;6.25;6.25;0;0;0;0;0;0;0;0;0.0;0.0;2017-2018;0;2018
D;Pezzella Giu.;Udinese;14;5.5;5.32;0;0;0;0;0;0;0;3;0.0;0.0;2017-2018;0;2018
D;Karsdorp;Roma;1;5.5;5.5;0;0;0;0;0;0;0;0;0.0;0.0;2017-2018;0;2018
D;Marchizza;Sassuolo;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2017-2018;0;2018
C;Verdi;Bologna;33;6.3;7.45;10;0;0;2;2;0;9;2;0.0;0.0;2017-2018;1;2018
C;Zielinski;Napoli;36;6.12;6.44;4;0;0;0;0;0;1;3;0.0;0.0;2017-2018;0;2018
C;Chiesa;Fiorentina;36;6.26;6.78;6;0;0;0;0;0;4;7;0.0;0.0;2017-2018;0;2018
C;Luis Alberto;Lazio;34;6.43;7.62;11;0;0;2;1;1;13;5;0.0;0.0;2017-2018;0;2018
C;Bonaventura;Milan;32;6.02;6.81;8;0;0;0;0;0;3;3;0.0;0.0;2017-2018;1;2018
C;Calhanoglu;Milan;31;6.21;6.81;6;0;0;0;0;0;4;5;0.0;0.0;2017-2018;0;2018
C;Felipe Anderson;Lazio;21;6.4;7.26;4;0;0;0;0;0;6;0;0.0;0.0;2017-2018;1;2018
C;Cristante;Atalanta;36;6.1;6.81;9;0;0;1;0;1;3;3;0.0;0.0;2017-2018;1;2018
C;Freuler;Atalanta;35;6.17;6.57;5;0;0;0;0;0;2;4;0.0;0.0;2017-2018;0;2018
C;Candreva;Inter;34;6.07;6.25;0;0;0;0;0;0;8;4;0.0;0.0;2017-2018;0;2018
C;Grassi;SPAL;28;6.11;6.38;3;0;0;0;0;0;0;3;0.0;0.0;2017-2018;0;2018
C;Cuadrado;Juventus;20;6.35;7.12;4;0;0;0;0;0;6;5;0.0;0.0;2017-2018;0;2018
C;Jankto;Udinese;36;5.99;6.39;4;0;0;0;0;0;5;5;0.0;0.0;2017-2018;0;2018
C;Barak;Udinese;34;6.03;6.69;7;0;0;0;0;0;4;5;0.0;0.0;2017-2018;0;2018
C;Lazzari;SPAL;35;6.14;6.29;2;0;0;0;0;0;1;4;0.0;0.0;2017-2018;0;2018
C;De Roon;Atalanta;33;5.92;6.02;3;0;0;2;1;1;2;8;0.0;0.0;2017-2018;0;2018
C;Florenzi;Roma;31;6.0;6.13;1;0;0;1;0;1;5;2;0.0;0.0;2017-2018;0;2018
C;Benassi;Fiorentina;35;5.86;6.26;5;0;0;0;0;0;2;6;0.0;0.0;2017-2018;0;2018
C;Marusic;Lazio;31;6.03;6.37;3;0;0;0;0;0;4;3;0.0;0.0;2017-2018;0;2018
C;Pellegrini Lo.;Roma;26;5.96;6.31;3;0;0;0;0;0;2;2;0.0;0.0;2017-2018;0;2018
C;Barella;Cagliari;34;6.13;6.47;6;0;0;3;3;0;1;13;0.0;0.0;2017-2018;0;2018
C;Linetty;Sampdoria;28;6.07;6.32;3;0;0;0;0;0;2;8;0.0;0.0;2017-2018;0;2018
C;Saponara;Fiorentina;16;6.03;6.19;0;0;0;0;0;0;4;3;0.0;0.0;2017-2018;0;2018
C;Vecino;Inter;28;5.93;6.16;3;0;0;0;0;0;2;7;0.0;0.0;2017-2018;0;2018
C;Viola;Benevento;23;5.87;6.2;2;0;0;1;0;1;6;1;0.0;0.0;2017-2018;0;2018
C;Strootman;Roma;29;5.84;5.88;1;0;0;0;0;0;0;4;0.0;0.0;2017-2018;0;2018
C;Mandragora;Crotone;36;5.89;5.94;2;0;0;0;0;0;0;8;0.0;0.0;2017-2018;0;2018
C;Badelj;Fiorentina;27;5.96;6.0;2;0;0;0;0;0;0;8;0.0;0.0;2017-2018;0;2018
C;Cataldi;Benevento;29;5.59;5.62;1;0;0;0;0;0;3;8;0.0;0.0;2017-2018;0;2018
C;Duncan;Sassuolo;26;5.77;5.73;0;0;0;0;0;0;1;4;0.0;0.0;2017-2018;0;2018
C;Di Francesco F.;Bologna;22;6.05;6.23;1;0;0;0;0;0;3;4;0.0;0.0;2017-2018;0;2018
C;Lazovic;Genoa;19;5.97;5.97;0;0;0;0;0;0;1;2;0.0;0.0;2017-2018;0;2018
C;Gagliardini;Inter;28;5.75;5.61;0;0;0;0;0;0;0;8;0.0;0.0;2017-2018;0;2018
C;Valoti;Verona;25;5.6;5.78;3;0;0;0;0;0;0;9;0.0;0.0;2017-2018;0;2018
C;Spinazzola;Atalanta;18;5.83;5.92;0;0;0;0;0;0;2;1;0.0;0.0;2017-2018;0;2018
C;Sensi;Sassuolo;16;6.0;6.31;2;0;0;0;0;0;0;2;0.0;0.0;2017-2018;0;2018
C;Locatelli;Milan;15;5.93;5.8;0;0;0;0;0;0;0;4;0.0;0.0;2017-2018;0;2018
C;Deiola;Cagliari;9;5.94;5.78;0;0;0;0;0;0;0;3;0.0;0.0;2017-2018;0;2018
C;Mazzitelli;Sassuolo;17;5.74;5.68;0;0;0;0;0;0;1;4;0.0;0.0;2017-2018;0;2018
C;Garritano;Chievo;8;5.94;5.94;0;0;0;0;0;0;0;0;0.0;0.0;2017-2018;0;2018
C;Crociata;Crotone;9;5.94;6.28;1;0;0;0;0;0;0;0;0.0;0.0;2017-2018;0;2018
C;Rog;Napoli;11;5.91;6.09;1;0;0;0;0;0;0;2;0.0;0.0;2017-2018;0;2018
C;Haas;Atalanta;6;5.67;5.67;0;0;0;0;0;0;0;0;0.0;0.0;2017-2018;0;2018
C;Zaccagni;Verona;2;5.25;5.25;0;0;0;0;0;0;0;0;0.0;0.0;2017-2018;0;2018
C;Melegoni;Atalanta;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2017-2018;0;2018
A;Immobile;Lazio;33;6.48;9.2;29;0;0;8;7;1;8;3;0.0;0.0;2017-2018;1;2018
A;Dybala;Juventus;33;6.45;8.42;22;0;0;5;3;2;5;0;0.0;0.0;2017-2018;1;2018
A;Gomez;Atalanta;33;6.32;7.02;6;0;0;3;2;1;9;2;0.0;0.0;2017-2018;1;2018
A;Belotti;Torino;32;5.94;6.75;10;0;0;2;0;2;3;2;0.0;0.0;2017-2018;1;2018
A;Simeone;Fiorentina;38;6.0;7.17;14;0;0;0;0;0;4;3;0.0;0.0;2017-2018;1;2018
A;Politano;Sassuolo;36;6.14;6.9;10;0;0;2;0;2;4;1;0.0;0.0;2017-2018;1;2018
A;Lasagna;Udinese;29;6.19;7.45;12;0;0;0;0;0;1;1;0.0;0.0;2017-2018;0;2018
A;Zapata D.;Sampdoria;30;6.22;7.4;11;0;0;0;0;0;3;1;0.0;0.0;2017-2018;1;2018
A;Pavoletti;Cagliari;33;5.91;6.79;11;0;0;0;0;0;0;8;0.0;0.0;2017-2018;0;2018
A;El Shaarawy;Roma;32;5.92;6.72;7;0;0;0;0;0;5;1;0.0;0.0;2017-2018;1;2018
A;Petagna;Atalanta;29;5.95;6.36;4;0;0;0;0;0;3;6;0.0;0.0;2017-2018;0;2018
A;Destro;Bologna;25;5.8;6.54;6;0;0;0;0;0;2;3;0.0;0.0;2017-2018;1;2018
A;Lapadula;Genoa;26;5.79;6.35;6;0;0;4;3;1;1;3;0.0;0.0;2017-2018;0;2018
A;Simy;Crotone;17;6.09;7.38;7;0;0;0;0;0;1;0;0.0;0.0;2017-2018;0;2018
A;Milik;Napoli;12;6.12;7.29;5;0;0;0;0;0;0;2;0.0;0.0;2017-2018;0;2018
A;Berardi;Sassuolo;31;5.56;5.65;4;0;0;4;2;2;1;7;0.0;0.0;2017-2018;0;2018
A;Caprari;Sampdoria;32;5.84;6.25;5;0;0;0;0;0;1;4;0.0;0.0;2017-2018;0;2018
A;Barrow;Atalanta;9;6.44;7.56;3;0;0;0;0;0;1;0;0.0;0.0;2017-2018;0;2018
A;Niang;Torino;24;5.75;6.19;4;0;0;0;0;0;1;5;0.0;0.0;2017-2018;0;2018
A;Defrel;Roma;12;5.58;5.79;1;0;0;1;1;0;0;1;0.0;0.0;2017-2018;0;2018
A;Karamoh;Inter;11;5.95;6.23;1;0;0;0;0;0;0;0;0.0;0.0;2017-2018;0;2018
A;Puscas;Benevento;11;5.45;5.73;1;0;0;0;0;0;0;0;0.0;0.0;2017-2018;0;2018
A;Kean;Verona;19;5.68;6.18;4;0;0;0;0;0;0;5;0.0;0.0;2017-2018;0;2018
A;Orsolini;Bologna;12;5.92;5.92;0;0;0;0;0;0;0;0;0.0;0.0;2017-2018;0;2018
A;Bonazzoli;SPAL;5;5.7;5.7;0;0;0;0;0;0;0;0;0.0;0.0;2017-2018;0;2018
A;Pinamonti;Inter;1;6.0;6.0;0;0;0;0;0;0;0;0;0.0;0.0;2017-2018;0;2018
A;Pellegri;Genoa;4;6.0;7.25;2;0;0;0;0;0;0;2;0.0;0.0;2017-2018;0;2018
A;Scamacca;Sassuolo;1;6.0;6.0;0;0;0;0;0;0;0;0;0.0;0.0;2017-2018;0;2018
P;Contini;Napoli;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0;2019
P;Brancolini;Fiorentina;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0;2019
P;Scuffet;Udinese;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2019-2020;0;2020
P;Perisan;Udinese;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2019-2020;0;2020
P;Aresti;Cagliari;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2019-2020;0;2020
P;Cerofolini;Fiorentina;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2019-2020;0;2020
P;Brancolini;Fiorentina;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2019-2020;0;2020
P;Bleve;Lecce;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2019-2020;0;2020
P;Berardi A.;Verona;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2019-2020;0;2020
P;Gemello;Torino;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2019-2020;0;2020
P;Radunovic;Atalanta;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2020-2021;0;2021
P;Perisan;Udinese;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2020-2021;0;2021
P;Aresti;Cagliari;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2020-2021;0;2021
P;Rossi F.;Atalanta;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2020-2021;0;2021
P;Contini;Napoli;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2020-2021;0;2021
P;Brancolini;Fiorentina;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2020-2021;0;2021
P;Carnesecchi;Atalanta;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2020-2021;0;2021
P;Turati;Sassuolo;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2020-2021;0;2021
P;Boer;Roma;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2020-2021;0;2021
P;Mirante;Milan;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2021-2022;0;2022
D;Izzo;Torino;37;6.23;6.5;4;0;0;0;0;0;1;6;0.0;0.0;2018-2019;0;2019
D;De Vrij;Inter;28;6.07;6.18;2;0;0;0;0;0;0;2;0.0;1.0;2018-2019;0;2019
D;Alex Sandro;Juventus;29;6.05;6.14;1;0;0;0;0;0;3;7;0.0;0.0;2018-2019;0;2019
D;Romagnoli;Milan;32;6.27;6.28;2;0;0;0;0;0;0;5;1.0;1.0;2018-2019;0;2019
D;Florenzi;Roma;29;6.03;6.31;3;0;0;0;0;0;2;4;1.0;0.0;2018-2019;0;2019
D;De Silvestri;Torino;31;6.0;6.29;2;0;0;0;0;0;4;2;0.0;0.0;2018-2019;0;2019
D;Acerbi;Lazio;37;6.14;6.31;3;0;0;0;0;0;0;3;1.0;0.0;2018-2019;0;2019
D;Hateboer;Atalanta;34;6.06;6.57;5;0;0;0;0;0;5;5;0.0;0.0;2018-2019;0;2019
D;Gosens;Atalanta;28;6.18;6.54;3;0;0;0;0;0;2;2;0.0;0.0;2018-2019;0;2019
D;Mancini;Atalanta;29;6.22;6.69;5;0;0;0;0;0;1;5;0.0;0.0;2018-2019;0;2019
D;Bonucci;Juventus;29;6.02;6.29;3;0;0;0;0;0;0;2;0.0;0.0;2018-2019;0;2019
D;Manolas;Roma;27;6.06;6.06;1;0;0;0;0;0;0;6;0.0;0.0;2018-2019;0;2019
D;Toloi;Atalanta;21;6.07;6.19;1;0;0;0;0;0;3;1;1.0;1.0;2018-2019;0;2019
D;Fazio;Roma;34;5.85;6.21;5;0;0;0;0;0;0;6;0.0;0.0;2018-2019;0;2019
D;Di Lorenzo;Empoli;37;6.03;6.41;5;0;0;0;0;0;3;8;0.0;0.0;2018-2019;0;2019
D;Lirola;Sassuolo;35;5.99;6.21;2;0;0;0;0;0;7;2;0.0;2.0;2018-2019;0;2019
D;Ferrari G.;Sassuolo;31;5.97;6.21;4;0;0;0;0;0;0;9;0.0;0.0;2018-2019;0;2019
D;Milenkovic;Fiorentina;34;5.93;6.06;3;0;0;0;0;0;0;7;1.0;0.0;2018-2019;0;2019
D;Demiral;Sassuolo;14;6.29;6.61;2;0;0;0;0;0;0;3;0.0;0.0;2018-2019;0;2019
D;Mario Rui;Napoli;19;5.82;5.87;1;0;0;0;0;0;1;4;1.0;0.0;2018-2019;0;2019
D;Biraghi;Fiorentina;36;5.89;6.0;1;0;0;0;0;0;5;8;0.0;0.0;2018-2019;0;2019
D;Rodriguez R.;Milan;35;5.84;5.83;0;0;0;0;0;0;2;5;0.0;0.0;2018-2019;0;2019
D;Palomino;Atalanta;28;6.05;6.07;1;0;0;0;0;0;1;5;1.0;0.0;2018-2019;0;2019
D;Hysaj;Napoli;25;5.76;5.76;0;0;0;0;0;0;2;4;0.0;0.0;2018-2019;0;2019
D;Calabria;Milan;25;5.9;5.96;1;0;0;0;0;0;1;5;0.0;0.0;2018-2019;0;2019
D;De Sciglio;Juventus;20;6.02;6.02;0;0;0;0;0;0;1;2;0.0;0.0;2018-2019;0;2019
D;Biraschi;Genoa;34;5.81;5.68;0;0;0;0;0;0;0;3;1.0;1.0;2018-2019;0;2019
D;Bastoni;Parma;21;5.95;6.05;1;0;0;0;0;0;0;2;0.0;0.0;2018-2019;0;2019
D;Bonifazi;SPAL;27;5.94;6.13;2;0;0;0;0;0;0;2;0.0;0.0;2018-2019;0;2019
D;Tonelli;Sampdoria;19;5.84;5.74;1;0;0;0;0;0;0;6;0.0;1.0;2018-2019;0;2019
D;Juan Jesus;Roma;18;5.78;5.72;1;0;0;0;0;0;0;4;0.0;1.0;2018-2019;0;2019
D;Rugani;Juventus;15;5.93;6.23;2;0;0;0;0;0;0;3;0.0;0.0;2018-2019;0;2019
D;Djimsiti;Atalanta;22;5.84;5.86;1;0;0;0;0;0;1;3;0.0;1.0;2018-2019;0;2019
D;Pajac;Empoli;13;6.0;6.35;2;0;0;0;0;0;1;5;0.0;0.0;2018-2019;0;2019
D;Bani;Chievo;30;5.65;5.43;0;0;0;0;0;0;0;7;1.0;1.0;2018-2019;0;2019
D;Magnani;Sassuolo;18;6.11;6.11;0;0;0;0;0;0;1;2;0.0;0.0;2018-2019;0;2019
D;Djidji;Torino;16;5.97;5.91;0;0;0;0;0;0;0;2;0.0;0.0;2018-2019;0;2019
D;Dimarco;Parma;11;6.14;6.23;1;0;0;0;0;0;0;4;0.0;0.0;2018-2019;0;2019
D;Goldaniga;Frosinone;29;5.57;5.6;1;0;0;0;0;0;1;6;0.0;0.0;2018-2019;0;2019
D;Spinazzola;Juventus;9;6.0;6.11;0;0;0;0;0;0;1;0;0.0;0.0;2018-2019;0;2019
D;Ceccherini;Fiorentina;13;5.77;5.65;0;0;0;0;0;0;0;3;0.0;0.0;2018-2019;0;2019
D;Bereszynski;Sampdoria;25;5.66;5.6;0;0;0;0;0;0;2;5;1.0;0.0;2018-2019;0;2019
D;Rogerio;Sassuolo;32;5.64;5.59;1;0;0;0;0;0;1;9;1.0;0.0;2018-2019;0;2019
D;Pellegrini Lu.;Cagliari;16;5.91;5.84;0;0;0;0;0;0;2;4;1.0;0.0;2018-2019;0;2019
D;Romagnoli S.;Empoli;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0;2019
D;Pereira P.;Genoa;20;5.52;5.5;0;0;0;0;0;0;0;1;0.0;0.0;2018-2019;0;2019
D;Patric;Lazio;14;5.75;5.71;0;0;0;0;0;0;0;1;0.0;0.0;2018-2019;0;2019
D;Karsdorp;Roma;9;5.78;5.72;0;0;0;0;0;0;0;1;0.0;0.0;2018-2019;0;2019
D;Gunter;Genoa;12;5.67;5.62;0;0;0;0;0;0;0;1;0.0;0.0;2018-2019;0;2019
D;Luperto;Napoli;10;5.65;5.65;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0;2019
D;Lykogiannis;Cagliari;10;5.5;5.55;0;0;0;0;0;0;1;1;0.0;0.0;2018-2019;0;2019
D;Pezzella Giu.;Genoa;5;5.2;4.9;0;0;0;0;0;0;0;1;1.0;0.0;2018-2019;0;2019
D;Venuti;Fiorentina;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0;2019
D;Bremer;Torino;2;5.75;5.5;0;0;0;0;0;0;0;1;0.0;0.0;2018-2019;0;2019
D;Ibanez;Atalanta;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0;2019
D;Bettella;Atalanta;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0;2019
C;Chiesa;Fiorentina;37;6.24;6.73;6;0;0;0;0;0;2;4;0.0;0.0;2018-2019;0;2019
C;Luis Alberto;Lazio;27;5.98;6.48;4;0;0;1;1;0;5;5;1.0;0.0;2018-2019;0;2019
C;Zielinski;Napoli;36;6.15;6.62;6;0;0;0;0;0;2;6;0.0;0.0;2018-2019;0;2019
C;Bonaventura;Milan;8;6.12;7.25;3;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0;2019
C;Correa;Lazio;34;6.26;6.78;5;0;0;0;0;0;5;5;0.0;0.0;2018-2019;0;2019
C;Freuler;Atalanta;35;6.16;6.33;2;0;0;0;0;0;2;4;0.0;0.0;2018-2019;0;2019
C;Calhanoglu;Milan;35;5.91;6.27;3;0;0;0;0;0;5;3;0.0;0.0;2018-2019;0;2019
C;Lazzari;SPAL;33;6.35;6.48;0;0;0;0;0;0;8;7;0.0;0.0;2018-2019;0;2019
C;Cristante;Roma;35;5.87;6.13;4;0;0;0;0;0;2;10;0.0;0.0;2018-2019;0;2019
C;Pasalic;Atalanta;31;5.89;6.45;5;0;0;0;0;0;3;1;0.0;0.0;2018-2019;1;2019
C;Krunic;Empoli;33;6.0;6.5;5;0;0;0;0;0;6;7;1.0;0.0;2018-2019;0;2019
C;Verdi;Napoli;18;5.86;6.53;3;0;0;1;1;0;3;0;0.0;0.0;2018-2019;0;2019
C;Pellegrini Lo.;Roma;25;6.18;6.46;2;0;0;0;0;0;4;6;0.0;0.0;2018-2019;0;2019
C;Duncan;Sassuolo;24;6.1;6.6;4;0;0;0;0;0;4;6;1.0;0.0;2018-2019;0;2019
C;Benassi;Fiorentina;32;5.89;6.44;7;0;0;0;0;0;0;5;1.0;0.0;2018-2019;0;2019
C;Barella;Cagliari;35;6.13;6.07;1;0;0;1;0;1;4;8;2.0;0.0;2018-2019;0;2019
C;Traore' Hj.;Empoli;30;6.08;6.28;2;0;0;0;0;0;2;4;0.0;0.0;2018-2019;0;2019
C;De Roon;Atalanta;34;6.01;6.1;2;0;0;1;1;0;1;8;0.0;0.0;2018-2019;0;2019
C;Lazovic;Genoa;33;5.95;6.32;3;0;0;0;0;0;4;2;0.0;0.0;2018-2019;0;2019
C;Cuadrado;Juventus;16;5.78;5.97;1;0;0;0;0;0;2;4;0.0;0.0;2018-2019;0;2019
C;Sensi;Sassuolo;28;6.05;6.27;2;0;0;0;0;0;4;8;0.0;0.0;2018-2019;0;2019
C;Saponara;Sampdoria;21;6.12;6.52;2;0;0;0;0;0;4;3;0.0;0.0;2018-2019;0;2019
C;Vecino;Inter;27;5.85;6.07;3;0;0;0;0;0;1;8;0.0;0.0;2018-2019;0;2019
C;Gagliardini;Inter;15;6.1;6.97;5;0;0;0;0;0;0;4;0.0;0.0;2018-2019;0;2019
C;Locatelli;Sassuolo;26;5.94;6.21;2;0;0;0;0;0;4;7;0.0;0.0;2018-2019;0;2019
C;Linetty;Sampdoria;32;5.97;6.17;3;0;0;0;0;0;3;11;0.0;0.0;2018-2019;0;2019
C;Candreva;Inter;11;6.0;6.27;1;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0;2019
C;Strootman;Roma;1;5.5;5.5;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0;2019
C;Mandragora;Udinese;34;5.75;5.9;3;0;0;0;0;0;1;8;1.0;0.0;2018-2019;0;2019
C;Marusic;Lazio;25;5.8;5.88;1;0;0;0;0;0;1;2;1.0;0.0;2018-2019;0;2019
C;Bennacer;Empoli;35;5.9;5.86;0;0;0;0;0;0;2;7;0.0;0.0;2018-2019;0;2019
C;Jankto;Sampdoria;17;5.59;5.53;0;0;0;0;0;0;0;2;0.0;0.0;2018-2019;0;2019
C;Barak;Udinese;5;5.4;5.4;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0;2019
C;Badelj;Lazio;22;5.82;5.73;1;0;0;0;0;0;0;6;0.0;1.0;2018-2019;0;2019
C;Cataldi;Lazio;11;6.09;6.64;2;0;0;0;0;0;1;2;0.0;0.0;2018-2019;0;2019
C;Vignato;Chievo;10;6.0;6.4;1;0;0;0;0;0;1;0;0.0;0.0;2018-2019;0;2019
C;Valoti;SPAL;21;5.86;6.0;2;0;0;0;0;0;0;6;0.0;0.0;2018-2019;0;2019
C;Bourabia;Sassuolo;31;5.82;5.77;1;0;0;0;0;0;0;7;1.0;0.0;2018-2019;0;2019
C;Grassi;Parma;6;5.83;5.83;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0;2019
C;Rog;Napoli;7;6.07;6.29;1;0;0;0;0;0;0;3;0.0;0.0;2018-2019;0;2019
C;Pessina;Atalanta;5;6.1;6.3;0;0;0;0;0;0;1;0;0.0;0.0;2018-2019;0;2019
C;Machin;Parma;2;5.75;6.25;0;0;0;0;0;0;1;0;0.0;0.0;2018-2019;0;2019
C;Deiola;Cagliari;17;5.74;5.65;0;0;0;0;0;0;1;5;0.0;0.0;2018-2019;0;2019
C;Gori;Frosinone;7;5.93;5.71;0;0;0;0;0;0;0;3;0.0;0.0;2018-2019;0;2019
C;Mazzitelli;Genoa;9;5.72;5.56;0;0;0;0;0;0;0;3;0.0;0.0;2018-2019;0;2019
C;Nicolussi Caviglia;Juventus;2;6.0;6.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0;2019
C;Garritano;Chievo;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0;2019
C;Coulibaly M.;Udinese;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0;2019
C;Frattesi;Sassuolo;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0;2019
A;Zapata D.;Atalanta;37;6.45;8.35;23;0;0;2;1;1;7;5;0.0;0.0;2018-2019;0;2019
A;Immobile;Lazio;35;6.04;7.41;15;0;0;4;4;0;6;6;0.0;0.0;2018-2019;0;2019
A;Belotti;Torino;37;6.19;7.28;15;0;0;6;5;1;1;5;0.0;0.0;2018-2019;0;2019
A;Milik;Napoli;35;6.07;7.53;17;0;0;0;0;0;2;4;0.0;0.0;2018-2019;0;2019
A;Gomez;Atalanta;35;6.21;7.03;7;0;0;0;0;0;10;5;0.0;0.0;2018-2019;0;2019
A;Pavoletti;Cagliari;32;6.09;7.53;16;0;0;0;0;0;1;6;0.0;0.0;2018-2019;0;2019
A;Dybala;Juventus;27;5.94;6.56;5;0;0;1;1;0;2;2;0.0;0.0;2018-2019;1;2019
A;Petagna;SPAL;36;6.1;7.32;16;0;0;6;6;0;0;8;0.0;0.0;2018-2019;0;2019
A;Muriel;Fiorentina;19;6.0;6.92;6;0;0;0;0;0;0;1;0.0;0.0;2018-2019;0;2019
A;Defrel;Sampdoria;35;5.97;6.94;11;0;0;0;0;0;2;2;0.0;0.0;2018-2019;1;2019
A;El Shaarawy;Roma;28;6.18;7.43;11;0;0;0;0;0;3;2;0.0;0.0;2018-2019;1;2019
A;Caputo;Empoli;38;6.08;7.14;16;0;0;6;3;3;3;3;0.0;0.0;2018-2019;1;2019
A;Berardi;Sassuolo;35;6.1;6.77;8;0;0;1;1;0;3;5;1.0;0.0;2018-2019;0;2019
A;Simeone;Fiorentina;35;5.66;6.23;6;0;0;0;0;0;3;2;0.0;0.0;2018-2019;1;2019
A;Lasagna;Udinese;34;5.69;6.13;6;0;0;1;0;1;1;2;0.0;0.0;2018-2019;0;2019
A;Politano;Inter;36;6.04;6.51;5;0;0;0;0;0;5;4;1.0;0.0;2018-2019;0;2019
A;Orsolini;Bologna;32;6.19;7.03;8;0;0;0;0;0;4;2;0.0;0.0;2018-2019;1;2019
A;Martinez L.;Inter;22;6.07;6.84;6;0;0;1;1;0;1;4;0.0;0.0;2018-2019;0;2019
A;Castillejo;Milan;22;5.95;6.55;4;0;0;0;0;0;2;3;0.0;0.0;2018-2019;1;2019
A;Destro;Bologna;9;6.28;7.56;4;0;0;0;0;0;1;3;0.0;0.0;2018-2019;0;2019
A;Sansone;Bologna;14;6.0;6.54;2;0;0;0;0;0;4;3;1.0;0.0;2018-2019;0;2019
A;Caprari;Sampdoria;21;6.0;6.93;6;0;0;0;0;0;2;1;0.0;0.0;2018-2019;1;2019
A;Niang;Torino;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0;2019
A;Sanabria;Genoa;14;5.79;6.18;3;0;0;1;0;1;0;1;0.0;0.0;2018-2019;0;2019
A;Di Francesco F.;Sassuolo;16;5.84;6.28;2;0;0;0;0;0;2;2;0.0;0.0;2018-2019;0;2019
A;Kouame';Genoa;38;6.07;6.46;4;0;0;0;0;0;5;4;0.0;0.0;2018-2019;0;2019
A;Pinamonti;Frosinone;25;5.8;6.48;5;0;0;0;0;0;3;2;0.0;0.0;2018-2019;1;2019
A;Kean;Juventus;10;6.35;8.05;6;0;0;0;0;0;0;2;0.0;0.0;2018-2019;0;2019
A;Barrow;Atalanta;17;5.82;6.0;1;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0;2019
A;Karamoh;Inter;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0;2019
A;Lapadula;Genoa;6;5.67;6.08;1;0;0;0;0;0;0;1;0.0;0.0;2018-2019;0;2019
A;Cerri;Cagliari;14;5.61;5.5;0;0;0;0;0;0;0;3;0.0;0.0;2018-2019;0;2019
