role,name,team,win_matches,media,fanta_media,goal_scored,goal_subiti,rigori_parati,rigori_totali,rigori_segnati,rigori_sbagliati,assist,ammonizioni,espulsioni,autogoal,stagione
P,Adamonis,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
P,Piana,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
P,Bagnolini,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
P,Luis Maximiano,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
P,Martinelli T.,Fiorentina,1,6,5,4,5,0,2,0,0,0,0,0,0,0,0,2023-2024
P,Popa,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
P,Stubljar,Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
P,Stankovic F.,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
P,Gori,Monza,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
P,Christensen O.,Fiorentina,4,5,5,3,25,0,9,0,0,0,0,0,0,0,0,2023-2024
P,Borbei,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
P,Palmisani,Frosinone,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
P,Nava,Milan,1,5,5,4,5,0,1,0,0,0,0,0,0,0,0,2023-2024
P,Gasperini T.,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
P,Samooja,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
P,Stolz,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Dimarco,Inter,30,6,48,7,18,5,0,0,0,0,0,6,0,0,0,2023-2024
D,Zortea,Frosinone,19,6,16,6,63,2,0,0,0,0,0,5,4,0,0,2023-2024
D,Dumfries,Inter,30,6,1,6,53,4,0,0,0,0,0,3,2,1,0,2023-2024
D,Buongiorno,Torino,29,6,31,6,5,3,0,0,0,0,0,0,7,0,0,2023-2024
D,Hernandez T.,Milan,32,6,17,6,45,5,0,0,2,1,1,3,10,1,0,2023-2024
D,Acerbi,Inter,29,6,17,6,5,3,0,0,0,0,0,1,1,0,0,2023-2024
D,Bastoni,Inter,28,6,32,6,45,1,0,0,0,0,0,3,5,0,0,2023-2024
D,Bremer,Juventus,36,6,24,6,36,3,0,0,0,0,0,0,9,0,0,2023-2024
D,Bellanova,Torino,36,6,14,6,35,1,0,0,0,0,0,7,5,0,0,2023-2024
D,Carlos Augusto,Inter,35,6,14,6,21,0,0,0,0,0,0,3,1,0,0,2023-2024
D,Darmian,Inter,32,6,14,6,33,2,0,0,0,0,0,1,2,0,0,2023-2024
D,Calafiori,Bologna,27,6,35,6,57,2,0,0,0,0,0,4,4,0,1,2023-2024
D,Martinez Quarta,Fiorentina,28,6,04,6,41,5,0,0,0,0,0,0,9,0,0,2023-2024
D,Dragusin,Genoa,19,6,11,6,45,2,0,0,0,0,0,1,1,0,0,2023-2024
D,Vasquez,Genoa,35,6,16,6,19,1,0,0,0,0,0,1,6,0,0,2023-2024
D,Bisseck,Inter,11,6,36,7,2,0,0,0,0,0,1,0,0,0,2023-2024
D,Rodriguez R.,Torino,35,6,11,6,17,1,0,0,0,0,0,1,4,0,0,2023-2024
D,Di Lorenzo,Napoli,36,6,07,6,21,1,0,0,0,0,0,5,6,0,0,2023-2024
D,Tomori,Milan,25,6,6,32,4,0,0,0,0,0,0,6,1,0,2023-2024
D,Scalvini,Atalanta,33,6,06,6,2,1,0,0,0,0,0,3,3,0,0,2023-2024
D,Luperto,Empoli,38,6,6,05,1,0,0,0,0,0,1,4,0,0,2023-2024
D,Mancini,Roma,35,5,99,6,2,4,0,0,0,0,0,0,9,0,0,2023-2024
D,Mina,Cagliari,15,6,03,6,27,2,0,0,1,1,0,0,5,0,0,2023-2024
D,Maehle,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Gendrey,Lecce,37,5,92,6,09,2,0,0,0,0,0,3,5,0,0,2023-2024
D,Posch,Bologna,30,6,1,6,15,1,0,0,0,0,0,2,7,0,0,2023-2024
D,De Vrij,Inter,22,6,27,6,41,1,0,0,0,0,0,0,0,0,0,2023-2024
D,Zappacosta,Atalanta,31,5,92,6,06,2,0,0,0,0,0,1,5,0,0,2023-2024
D,Spinazzola,Roma,23,6,09,6,3,1,0,0,0,0,0,2,0,0,0,2023-2024
D,Pavard,Inter,21,6,29,6,24,0,0,0,0,0,0,2,6,0,0,2023-2024
D,Danilo,Juventus,28,6,09,6,11,1,0,0,0,0,0,1,7,0,0,2023-2024
D,Gallo,Lecce,34,5,94,6,0,0,0,0,0,0,3,2,0,0,2023-2024
D,Ruggeri,Atalanta,33,5,97,6,08,0,0,0,0,0,0,5,3,0,0,2023-2024
D,Cambiaso,Juventus,34,6,6,12,2,0,0,0,0,0,3,10,0,0,2023-2024
D,Kamara H.,Udinese,31,6,06,6,1,1,0,0,0,0,0,0,4,0,0,2023-2024
D,Gatti,Juventus,32,5,97,6,11,4,0,0,0,0,0,0,7,0,2,2023-2024
D,Lucumi',Bologna,29,6,1,6,07,0,0,0,0,0,0,0,2,0,0,2023-2024
D,Kayode,Fiorentina,26,6,06,6,17,1,0,0,0,0,0,1,2,0,0,2023-2024
D,Biraghi,Fiorentina,28,5,96,6,11,2,0,0,1,0,1,5,8,0,0,2023-2024
D,Patric,Lazio,19,6,08,6,29,2,0,0,0,0,0,0,4,0,0,2023-2024
D,Calabria,Milan,29,5,95,6,03,1,0,0,0,0,0,3,3,2,0,2023-2024
D,Florenzi,Milan,27,6,6,19,1,0,0,0,0,0,4,5,0,0,2023-2024
D,Lirola,Frosinone,24,5,75,6,02,2,0,0,0,0,0,1,1,0,0,2023-2024
D,Gosens,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Kolasinac,Atalanta,29,6,03,6,07,1,0,0,0,0,0,0,4,0,0,2023-2024
D,Rrahmani,Napoli,30,5,93,6,15,3,0,0,0,0,0,0,5,0,0,2023-2024
D,Angelino,Roma,16,5,94,5,88,0,0,0,0,0,0,2,2,0,1,2023-2024
D,Kristiansen,Bologna,30,5,97,6,0,0,0,0,0,0,3,4,0,0,2023-2024
D,Rugani,Juventus,14,6,11,6,46,2,0,0,0,0,0,0,2,0,0,2023-2024
D,De Silvestri,Bologna,12,6,17,6,67,2,0,0,0,0,0,0,0,0,0,2023-2024
D,Djimsiti,Atalanta,36,5,94,5,92,0,0,0,0,0,0,1,4,0,0,2023-2024
D,Bani,Genoa,27,6,02,6,07,2,0,0,0,0,0,0,9,0,0,2023-2024
D,Demiral,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Lazaro,Torino,30,6,02,6,07,0,0,0,0,0,0,3,3,0,0,2023-2024
D,Gabbia,Milan,17,6,06,6,26,2,0,0,0,0,0,0,5,0,0,2023-2024
D,Toljan,Sassuolo,24,5,92,6,06,0,0,0,0,0,0,4,1,0,0,2023-2024
D,Zappa,Cagliari,37,5,8,5,91,1,0,0,0,0,0,2,2,0,0,2023-2024
D,Singo,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Mari',Monza,33,5,98,5,88,0,0,0,0,0,0,0,7,0,0,2023-2024
D,Birindelli,Monza,32,6,5,89,0,0,0,0,0,0,0,7,0,0,2023-2024
D,Bijol,Udinese,24,6,08,6,0,0,0,0,0,0,0,4,0,0,2023-2024
D,Sambia,Salernitana,16,5,91,6,09,1,0,0,0,0,0,2,4,0,0,2023-2024
D,Beukema,Bologna,30,6,02,6,02,1,0,0,0,0,0,0,4,1,0,2023-2024
D,Dossena,Cagliari,35,5,84,5,94,2,0,0,0,0,0,4,5,0,2,2023-2024
D,Romagnoli S.,Frosinone,33,5,83,5,83,1,0,0,0,0,0,0,6,0,0,2023-2024
D,Sabelli,Genoa,31,5,92,5,87,0,0,0,0,0,0,1,5,0,0,2023-2024
D,Lykogiannis,Bologna,18,5,97,6,36,2,0,0,0,0,0,2,2,0,0,2023-2024
D,Magnani,Verona,30,6,5,9,0,0,0,0,0,0,0,6,0,0,2023-2024
D,Smalling,Roma,6,5,83,5,83,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Ibanez,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Augello,Cagliari,32,5,77,5,81,1,0,0,0,0,0,1,5,0,0,2023-2024
D,Monterisi,Frosinone,18,5,83,6,25,2,0,0,0,0,0,2,1,0,0,2023-2024
D,Llorente D.,Roma,29,5,91,5,97,1,0,0,0,0,0,1,5,0,0,2023-2024
D,Pongracic,Lecce,36,5,94,5,81,0,0,0,0,0,0,0,8,1,0,2023-2024
D,Perez N.,Udinese,36,5,94,5,82,0,0,0,0,0,0,0,7,1,0,2023-2024
D,Holm,Atalanta,18,5,94,6,08,1,0,0,0,0,0,1,5,0,0,2023-2024
D,Spence,Genoa,15,6,5,97,0,0,0,0,0,0,0,1,0,0,2023-2024
D,Schuurs,Torino,9,6,11,6,33,1,0,0,0,0,0,0,2,0,0,2023-2024
D,Ehizibue,Udinese,20,5,88,5,82,0,0,0,0,0,0,1,4,0,0,2023-2024
D,Dorgu,Lecce,29,5,9,6,2,0,0,0,0,0,0,6,0,0,2023-2024
D,Manolas,Salernitana,8,5,81,5,81,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Romagnoli,Lazio,28,5,96,5,8,0,0,0,0,0,0,0,9,0,0,2023-2024
D,Bereszynski,Empoli,23,5,85,5,83,0,0,0,0,0,0,1,3,0,0,2023-2024
D,Marusic,Lazio,37,5,72,5,73,1,0,0,0,0,0,0,3,1,0,2023-2024
D,Lazzari,Lazio,24,5,94,5,9,0,0,0,0,0,0,2,4,1,0,2023-2024
D,Rogerio,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Martin,Genoa,20,5,92,5,92,0,0,0,0,0,0,2,2,1,0,2023-2024
D,N'Dicka,Roma,25,5,86,5,86,0,0,0,0,0,0,3,6,0,0,2023-2024
D,Ranieri L.,Fiorentina,25,5,86,5,88,2,0,0,0,0,0,1,14,0,0,2023-2024
D,Kyriakopoulos,Monza,27,5,87,5,93,0,0,0,0,0,0,3,3,0,0,2023-2024
D,Erlic,Sassuolo,32,5,77,5,78,1,0,0,0,0,0,0,5,0,0,2023-2024
D,Vojvoda,Torino,21,5,88,5,95,0,0,0,0,0,0,3,3,0,0,2023-2024
D,Bakker,Atalanta,9,5,72,6,1,0,0,0,0,0,0,1,0,0,2023-2024
D,Mazzocchi,Napoli,25,5,68,5,64,0,0,0,0,0,0,2,4,1,0,2023-2024
D,Zanoli,Salernitana,18,5,83,5,75,0,0,0,0,0,0,2,4,0,1,2023-2024
D,Ostigard,Napoli,20,5,9,6,1,0,0,0,0,0,0,2,0,0,2023-2024
D,Coppola D.,Verona,20,5,85,5,92,2,0,0,0,0,0,0,9,0,0,2023-2024
D,Gila,Lazio,21,6,02,5,93,0,0,0,0,0,0,0,2,1,0,2023-2024
D,Doig,Sassuolo,28,5,82,5,77,0,0,0,0,0,0,2,7,0,0,2023-2024
D,Valeri,Frosinone,15,5,6,5,57,0,0,0,0,0,0,1,3,0,0,2023-2024
D,Hien,Atalanta,22,5,95,5,82,0,0,0,0,0,0,0,4,1,0,2023-2024
D,Vogliacco,Genoa,15,6,03,5,97,0,0,0,0,0,0,1,4,0,0,2023-2024
D,Pierozzi,Salernitana,12,6,6,1,0,0,0,0,0,0,6,0,0,2023-2024
D,Kristensen T.,Udinese,26,5,79,5,75,0,0,0,0,0,0,1,2,1,0,2023-2024
D,Masina,Torino,15,5,87,5,8,0,0,0,0,0,0,0,2,0,0,2023-2024
D,Cuadrado,Inter,10,6,05,6,2,0,0,0,0,0,0,2,1,0,0,2023-2024
D,Ferrari G.,Sassuolo,27,5,56,5,59,1,0,0,0,0,0,0,4,0,0,2023-2024
D,Karsdorp,Roma,18,6,03,6,08,0,0,0,0,0,0,2,2,0,0,2023-2024
D,Boateng J.,Salernitana,6,5,83,5,83,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Walukiewicz,Empoli,27,5,76,5,65,0,0,0,0,0,0,0,6,0,0,2023-2024
D,Carboni A.,Monza,21,5,88,6,1,0,0,0,0,0,0,1,0,0,2023-2024
D,Caldirola,Monza,29,5,79,5,78,1,0,0,0,0,0,0,5,1,0,2023-2024
D,Ismajli,Empoli,25,5,72,5,68,0,0,0,0,0,0,0,2,0,0,2023-2024
D,Bastoni S.,Empoli,12,5,88,6,1,0,0,0,0,0,0,3,0,0,2023-2024
D,Bradaric,Salernitana,34,5,72,5,74,0,0,0,0,0,0,3,5,0,0,2023-2024
D,Haps,Genoa,14,5,93,6,0,0,0,0,0,0,1,0,0,0,2023-2024
D,Viti,Sassuolo,14,5,89,5,96,1,0,0,0,0,0,0,0,0,1,2023-2024
D,De Winter,Genoa,29,5,84,5,74,0,0,0,0,0,0,1,6,1,0,2023-2024
D,Cacace,Empoli,28,5,73,5,66,0,0,0,0,0,0,1,6,0,0,2023-2024
D,Baschirotto,Lecce,37,5,76,5,72,0,0,0,0,0,0,1,3,1,0,2023-2024
D,Olivera,Napoli,22,5,82,5,89,1,0,0,0,0,0,0,3,0,0,2023-2024
D,Cabal,Verona,19,5,82,5,66,0,0,0,0,0,0,0,6,0,0,2023-2024
D,Zemura,Udinese,21,5,86,5,98,1,0,0,0,0,0,0,1,0,0,2023-2024
D,Huijsen,Roma,11,5,86,6,05,2,0,0,0,0,0,0,4,0,1,2023-2024
D,Hysaj,Lazio,20,5,7,5,65,0,0,0,0,0,0,0,2,0,0,2023-2024
D,Izzo,Monza,20,5,82,5,62,0,0,0,0,0,0,0,9,0,0,2023-2024
D,D'Ambrosio,Monza,24,5,79,5,69,0,0,0,0,0,0,0,3,1,0,2023-2024
D,Juan Jesus,Napoli,24,5,69,5,67,1,0,0,0,0,0,0,7,0,0,2023-2024
D,Bonucci,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Goldaniga,Cagliari,13,5,65,5,54,0,0,0,0,0,0,0,3,0,0,2023-2024
D,Alex Sandro,Juventus,10,6,6,25,1,0,0,0,0,0,0,1,0,0,2023-2024
D,Toloi,Atalanta,14,5,89,5,68,0,0,0,0,0,0,0,4,1,0,2023-2024
D,Pereira P.,Monza,19,5,76,5,74,0,0,0,0,0,0,1,3,0,0,2023-2024
D,Ceccherini,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Fazio,Salernitana,17,5,71,5,85,1,0,0,0,0,0,1,3,0,0,2023-2024
D,Biraschi,Genoa,1,6,9,1,0,0,0,0,0,0,0,0,0,2023-2024
D,Hateboer,Atalanta,18,5,83,5,78,0,0,0,0,0,0,1,5,0,0,2023-2024
D,Milenkovic,Fiorentina,30,5,67,5,6,0,0,0,0,0,0,0,4,0,0,2023-2024
D,Marchizza,Frosinone,13,6,6,19,0,0,0,0,0,0,3,1,0,0,2023-2024
D,Kjaer,Milan,15,5,83,5,87,0,0,0,0,0,0,1,1,0,0,2023-2024
D,Pellegrini Lu.,Lazio,17,5,79,5,76,1,0,0,0,0,0,0,5,1,0,2023-2024
D,Okoli,Frosinone,34,5,72,5,62,0,0,0,0,0,0,1,9,0,0,2023-2024
D,Dawidowicz,Verona,26,5,77,5,6,0,0,0,0,0,0,0,5,0,1,2023-2024
D,Celik,Roma,12,5,92,5,88,0,0,0,0,0,0,0,1,0,0,2023-2024
D,Vinagre,Verona,7,5,79,5,79,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Pirola,Salernitana,25,5,5,5,54,1,0,0,0,0,0,0,4,0,0,2023-2024
D,Parisi,Fiorentina,21,5,69,5,64,0,0,0,0,0,0,1,4,0,0,2023-2024
D,Vina,Sassuolo,15,5,7,5,6,0,0,0,0,0,0,3,1,0,2,2023-2024
D,Terracciano F.,Milan,19,5,89,5,89,0,0,0,0,0,0,1,2,0,0,2023-2024
D,Ebosele,Udinese,30,5,83,5,73,0,0,0,0,0,0,0,4,1,0,2023-2024
D,Azzi,Cagliari,22,5,84,5,82,0,0,0,0,0,0,0,1,0,0,2023-2024
D,Ferreira J.,Udinese,30,5,67,5,55,0,0,0,0,0,0,1,9,0,0,2023-2024
D,Centonze,Verona,9,5,67,5,67,0,0,0,0,0,0,1,2,0,0,2023-2024
D,Mario Rui,Napoli,19,5,82,5,74,0,0,0,0,0,0,2,5,1,0,2023-2024
D,Pezzella Giu.,Empoli,15,5,63,5,5,0,0,0,0,0,0,0,4,0,0,2023-2024
D,Bonifazi,Frosinone,6,5,75,5,75,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Djidji,Torino,12,5,96,5,88,0,0,0,0,0,0,0,2,0,0,2023-2024
D,Kalulu,Milan,7,5,86,5,86,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Altare,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Stojanovic,Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Casale,Lazio,19,5,68,5,55,0,0,0,0,0,0,0,5,0,0,2023-2024
D,Thiaw,Milan,20,5,68,5,4,0,0,0,0,0,0,0,5,1,1,2023-2024
D,Missori,Sassuolo,6,5,75,5,75,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Kristensen,Roma,26,5,67,5,69,1,0,0,0,0,0,2,5,0,1,2023-2024
D,Pedersen,Sassuolo,23,5,72,5,72,0,0,0,0,0,0,2,4,0,0,2023-2024
D,Gyomber,Salernitana,22,5,36,5,07,0,0,0,0,0,0,0,9,0,1,2023-2024
D,Venuti,Lecce,6,5,5,5,42,0,0,0,0,0,0,0,1,0,0,2023-2024
D,Kabasele,Udinese,10,5,75,5,8,1,0,0,0,0,0,0,5,0,0,2023-2024
D,Lovato,Torino,19,5,53,5,45,0,0,0,0,0,0,0,3,0,0,2023-2024
D,Ballo-Toure',Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Amione,Verona,8,5,69,5,56,0,0,0,0,0,0,0,2,0,0,2023-2024
D,Di Pardo,Cagliari,9,5,67,5,67,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Ebuehi,Empoli,15,5,8,5,87,0,0,0,0,0,0,1,0,0,0,2023-2024
D,Djalo',Juventus,1,6,6,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Daniliuc,Salernitana,11,5,45,5,36,0,0,0,0,0,0,0,2,0,0,2023-2024
D,Soppy,Torino,3,5,83,5,83,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Zima,Torino,3,6,6,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Obert,Cagliari,13,5,35,5,31,0,0,0,0,0,0,0,1,0,0,2023-2024
D,Tressoldi,Sassuolo,23,5,28,5,13,0,0,0,0,0,0,0,5,1,0,2023-2024
D,Hefti,Genoa,5,5,7,5,7,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Cittadini,Genoa,3,6,5,83,0,0,0,0,0,0,0,1,0,0,2023-2024
D,Dodo',Fiorentina,6,5,75,5,75,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Guessand A.,Udinese,1,5,5,5,5,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Oyono,Frosinone,14,5,82,5,75,0,0,0,0,0,0,1,4,0,0,2023-2024
D,Matturro,Genoa,3,5,5,4,83,0,0,0,0,0,0,0,0,0,1,2023-2024
D,Gonzalez F.,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Hatzidiakos,Cagliari,13,5,5,5,46,0,0,0,0,0,0,0,1,0,0,2023-2024
D,Bonfanti,Atalanta,2,5,75,5,75,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Pellegrino,Salernitana,10,5,35,5,3,0,0,0,0,0,0,0,1,0,0,2023-2024
D,Wieteska,Cagliari,15,5,57,5,5,0,0,0,0,0,0,1,2,1,0,2023-2024
D,Touba,Lecce,6,5,42,5,33,0,0,0,0,0,0,0,1,0,0,2023-2024
D,Bartesaghi,Milan,3,6,6,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Giannetti L.,Udinese,7,5,79,5,64,1,0,0,0,0,0,0,4,0,1,2023-2024
D,Pasalidis,Salernitana,7,5,5,5,36,0,0,0,0,0,0,0,3,0,0,2023-2024
D,Dermaku,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Tonelli,Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
D,De Sciglio,Juventus,1,6,6,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Capradossi,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Faraoni,Fiorentina,16,5,72,5,62,0,0,0,0,0,0,1,5,0,0,2023-2024
D,Pajac,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Palomino,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Donati,Monza,1,5,4,5,0,0,0,0,0,0,0,1,0,0,2023-2024
D,Bettella,Monza,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Gunter,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Kumbulla,Sassuolo,5,5,4,4,9,0,0,0,0,0,0,0,1,0,1,2023-2024
D,Soumaoro,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Antov,Monza,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Amey,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Ebosse,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Abankwah,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Bronn,Salernitana,2,5,75,5,75,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Sosa,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Guarino,Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Carboni F.,Monza,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
D,Flamingo,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
