role;name;team;partite_valide;media_voto;fanta_media;goal_fatti;goal_subiti;rigori_parati;rigori_totali;rigori_segnati;rigori_sbagliati;assist;ammonizioni;espulsioni;autogoal;stagione;migliore
D;Barba;Chievo;30;5.6;5.45;0;0;0;0;0;0;0;5;2.0;0.0;2018-2019;0
D;Dimarco;Parma;11;6.14;6.23;1;0;0;0;0;0;0;4;0.0;0.0;2018-2019;0
D;Schelotto;Chievo;4;6.0;6.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Goldaniga;Frosinone;29;5.57;5.6;1;0;0;0;0;0;1;6;0.0;0.0;2018-2019;0
D;Zukanovic;Genoa;24;5.69;5.58;0;0;0;0;0;0;0;5;0.0;0.0;2018-2019;0
D;Ariaudo;Frosinone;19;5.76;5.61;0;0;0;0;0;0;0;2;0.0;1.0;2018-2019;0
D;Dell'orco;Empoli;14;5.89;6.14;1;0;0;0;0;0;1;1;0.0;0.0;2018-2019;0
D;Peluso;Sassuolo;16;5.62;5.66;1;0;0;0;0;0;0;5;0.0;0.0;2018-2019;0
D;Terranova;Frosinone;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Maksimovic;Napoli;17;5.88;5.76;0;0;0;0;0;0;0;4;0.0;0.0;2018-2019;0
D;Sala;Sampdoria;19;5.87;5.79;0;0;0;0;0;0;1;5;0.0;0.0;2018-2019;0
D;Caldara;Milan;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Spinazzola;Juventus;9;6.0;6.11;0;0;0;0;0;0;1;0;0.0;0.0;2018-2019;0
D;Capuano;Frosinone;27;5.67;5.54;0;0;0;0;0;0;0;5;1.0;0.0;2018-2019;0
D;Ceccherini;Fiorentina;13;5.77;5.65;0;0;0;0;0;0;0;3;0.0;0.0;2018-2019;0
D;Veseli;Empoli;29;5.59;5.52;0;0;0;0;0;0;0;4;0.0;0.0;2018-2019;0
D;Bereszynski;Sampdoria;25;5.66;5.6;0;0;0;0;0;0;2;5;1.0;0.0;2018-2019;0
D;Jaroszynski;Chievo;19;5.63;5.58;0;0;0;0;0;0;0;2;0.0;0.0;2018-2019;0
D;Rogerio;Sassuolo;32;5.64;5.59;1;0;0;0;0;0;1;9;1.0;0.0;2018-2019;0
D;Cedric Soares;Inter;3;6.17;6.17;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Pellegrini Lu.;Cagliari;16;5.91;5.84;0;0;0;0;0;0;2;4;1.0;0.0;2018-2019;0
D;Ter Avest;Udinese;13;5.92;6.0;0;0;0;0;0;0;1;0;0.0;0.0;2018-2019;0
D;Klavan;Cagliari;15;5.9;5.83;0;0;0;0;0;0;0;2;0.0;0.0;2018-2019;0
D;Conti;Milan;9;5.78;5.83;0;0;0;0;0;0;2;3;0.0;0.0;2018-2019;0
D;Romagnoli S.;Empoli;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Cesar;Chievo;13;5.42;5.54;1;0;0;0;0;0;0;3;0.0;0.0;2018-2019;0
D;Caceres;Juventus;12;5.79;5.75;0;0;0;0;0;0;0;1;0.0;0.0;2018-2019;0
D;Antonelli;Empoli;12;5.83;5.88;0;0;0;0;0;0;1;1;0.0;0.0;2018-2019;0
D;Zapata C.;Milan;12;6.08;5.92;0;0;0;0;0;0;0;4;0.0;0.0;2018-2019;0
D;Gonzalez G;Bologna;11;5.73;5.73;0;0;0;0;0;0;1;2;0.0;0.0;2018-2019;0
D;Molinaro;Frosinone;14;5.61;5.54;0;0;0;0;0;0;0;2;0.0;0.0;2018-2019;0
D;Helander;Bologna;19;5.74;5.58;0;0;0;0;0;0;0;6;0.0;0.0;2018-2019;0
D;Pereira P.;Genoa;20;5.52;5.5;0;0;0;0;0;0;0;1;0.0;0.0;2018-2019;0
D;Calabresi;Bologna;17;5.79;5.74;1;0;0;0;0;0;0;8;0.0;0.0;2018-2019;0
D;Marcano;Roma;10;5.55;5.55;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Djourou;SPAL;5;5.6;5.6;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Laurini;Fiorentina;13;5.81;5.65;0;0;0;0;0;0;0;4;0.0;0.0;2018-2019;0
D;Tomovic;Chievo;10;5.6;5.85;1;0;0;0;0;0;0;1;0.0;0.0;2018-2019;0
D;Ciofani M;Frosinone;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Ghiglione;Frosinone;9;5.83;5.94;1;0;0;0;0;0;0;4;0.0;0.0;2018-2019;0
D;Santon;Roma;13;5.69;5.77;0;0;0;0;0;0;1;0;0.0;0.0;2018-2019;0
D;Patric;Lazio;14;5.75;5.71;0;0;0;0;0;0;0;1;0.0;0.0;2018-2019;0
D;Costa F;SPAL;8;5.88;5.88;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Lukaku J.;Lazio;7;5.79;5.71;0;0;0;0;0;0;0;1;0.0;0.0;2018-2019;0
D;Wallace;Lazio;15;5.57;5.2;0;0;0;0;0;0;0;3;0.0;2.0;2018-2019;0
D;Karsdorp;Roma;9;5.78;5.72;0;0;0;0;0;0;0;1;0.0;0.0;2018-2019;0
D;Dalbert;Inter;11;5.73;5.73;0;0;0;0;0;0;1;2;0.0;0.0;2018-2019;0
D;Gunter;Genoa;12;5.67;5.62;0;0;0;0;0;0;0;1;0.0;0.0;2018-2019;0
D;Opoku;Udinese;11;5.45;5.23;0;0;0;0;0;0;0;5;0.0;0.0;2018-2019;0
D;Brighenti;Frosinone;11;5.64;5.45;0;0;0;0;0;0;0;4;0.0;0.0;2018-2019;0
D;Ferrari A.;Sampdoria;6;5.67;5.5;0;0;0;0;0;0;0;2;0.0;0.0;2018-2019;0
D;Spolli;Genoa;7;5.43;5.0;0;0;0;0;0;0;0;2;0.0;1.0;2018-2019;0
D;Frey;Chievo;3;5.67;5.67;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Gobbi;Parma;15;5.43;5.4;0;0;0;0;0;0;1;3;0.0;0.0;2018-2019;0
D;Andreolli;Chievo;10;5.4;5.25;0;0;0;0;0;0;0;3;0.0;0.0;2018-2019;0
D;Barzagli;Juventus;4;6.0;6.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Luperto;Napoli;10;5.65;5.65;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Regini;SPAL;3;6.0;6.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Chiriches;Napoli;2;6.25;6.25;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Krafth;Bologna;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Adjapong;Sassuolo;4;6.0;6.62;1;0;0;0;0;0;0;1;0.0;0.0;2018-2019;0
D;Angella;Udinese;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Letschert;Sassuolo;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Lemos;Sassuolo;3;5.5;5.5;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Lisandro Lopez;Genoa;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Lykogiannis;Cagliari;10;5.5;5.55;0;0;0;0;0;0;1;1;0.0;0.0;2018-2019;0
D;Rasmussen;Empoli;13;5.31;5.27;0;0;0;0;0;0;1;3;0.0;0.0;2018-2019;0
D;Hancko;Fiorentina;4;5.88;6.12;0;0;0;0;0;0;1;0;0.0;0.0;2018-2019;0
D;Durmisi;Lazio;8;5.56;5.31;0;0;0;0;0;0;0;4;0.0;0.0;2018-2019;0
D;Dickmann;SPAL;4;5.5;5.38;0;0;0;0;0;0;0;1;0.0;0.0;2018-2019;0
D;Zeegelaar;Udinese;12;5.46;5.17;0;0;0;0;0;0;0;5;1.0;0.0;2018-2019;0
D;Nikolaou;Empoli;4;6.0;6.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Ranocchia;Inter;2;6.0;5.75;0;0;0;0;0;0;0;1;0.0;0.0;2018-2019;0
D;Heurtaux;Udinese;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Pezzella Giu.;Genoa;5;5.2;4.9;0;0;0;0;0;0;0;1;1.0;0.0;2018-2019;0
D;Krajnc;Frosinone;9;5.44;5.28;0;0;0;0;0;0;0;3;0.0;0.0;2018-2019;0
D;Gomez G;Milan;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Venuti;Fiorentina;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Vaisanen;SPAL;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;El Yamiq;Genoa;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Reca;Atalanta;1;6.5;6.5;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Paz;Bologna;2;5.5;5.25;0;0;0;0;0;0;0;1;0.0;0.0;2018-2019;0
D;Bremer;Torino;2;5.75;5.5;0;0;0;0;0;0;0;1;0.0;0.0;2018-2019;0
D;Junior Tavares;Sampdoria;3;5.67;5.5;0;0;0;0;0;0;0;1;0.0;0.0;2018-2019;0
D;Di Cesare;Parma;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Untersee;Empoli;3;5.5;5.5;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Valjent;Chievo;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Ibanez;Atalanta;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Wilmot;Udinese;3;5.17;5.17;0;0;0;0;0;0;0;1;0.0;0.0;2018-2019;0
D;Basta;Lazio;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Simic S;Frosinone;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Vergara;Cagliari;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Strinic;Milan;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Adnan;Atalanta;3;5.83;5.83;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Wague;Udinese;1;5.0;5.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Diks;Empoli;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Olivera M.;Fiorentina;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Simic L;SPAL;4;5.38;5.38;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Rigione;Chievo;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Konate;SPAL;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Leverbe;Cagliari;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Hristov;Fiorentina;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Tanasijevic;Chievo;1;5.0;4.0;0;0;0;0;0;0;0;0;1.0;0.0;2018-2019;0
D;Bettella;Atalanta;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Varnier;Atalanta;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Marcjanik;Empoli;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Lakicevic;Genoa;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Bianda;Roma;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Brignani;Bologna;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Imperiale;Empoli;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Sernicola;Sassuolo;0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
D;Sierralta;Parma;5;5.5;4.9;0;0;0;0;0;0;0;2;0.0;1.0;2018-2019;0
C;Ilicic;Atalanta;31;6.39;7.55;12;0;0;1;0;1;6;4;1.0;0.0;2018-2019;0
C;Perisic;Inter;34;6.03;6.72;8;0;0;2;2;0;4;5;0.0;1.0;2018-2019;0
C;De Paul;Udinese;36;6.17;6.76;9;0;0;6;3;3;7;7;0.0;0.0;2018-2019;0
C;Nainggolan;Inter;28;6.21;6.91;6;0;0;0;0;0;3;3;0.0;0.0;2018-2019;1
C;Chiesa;Fiorentina;37;6.24;6.73;6;0;0;0;0;0;2;4;0.0;0.0;2018-2019;0
C;Milinkovic-Savic;Lazio;31;5.87;6.31;5;0;0;0;0;0;3;7;1.0;0.0;2018-2019;0
C;Boateng;Sassuolo;13;6.35;7.31;4;0;0;2;2;0;1;1;0.0;0.0;2018-2019;0
C;Luis Alberto;Lazio;27;5.98;6.48;4;0;0;1;1;0;5;5;1.0;0.0;2018-2019;0
C;Pjanic;Juventus;30;6.12;6.37;2;0;0;0;0;0;5;5;1.0;0.0;2018-2019;0
C;Zielinski;Napoli;36;6.15;6.62;6;0;0;0;0;0;2;6;0.0;0.0;2018-2019;0
C;Bonaventura;Milan;8;6.12;7.25;3;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
C;Correa;Lazio;34;6.26;6.78;5;0;0;0;0;0;5;5;0.0;0.0;2018-2019;0
C;Douglas Costa;Juventus;13;6.04;6.15;1;0;0;0;0;0;0;1;1.0;0.0;2018-2019;0
C;Freuler;Atalanta;35;6.16;6.33;2;0;0;0;0;0;2;4;0.0;0.0;2018-2019;0
C;Calhanoglu;Milan;35;5.91;6.27;3;0;0;0;0;0;5;3;0.0;0.0;2018-2019;0
C;Matuidi;Juventus;30;6.22;6.5;3;0;0;0;0;0;2;5;0.0;0.0;2018-2019;0
C;Pastore;Roma;12;5.92;6.75;3;0;0;0;0;0;1;0;0.0;0.0;2018-2019;0
C;Can ;Juventus;26;6.02;6.33;4;0;0;1;1;0;1;7;0.0;1.0;2018-2019;0
C;Ruiz;Napoli;27;6.3;6.89;5;0;0;0;0;0;3;2;1.0;0.0;2018-2019;1
C;Parolo;Lazio;32;6.17;6.55;4;0;0;0;0;0;3;7;0.0;0.0;2018-2019;0
C;Allan;Napoli;33;6.18;6.18;1;0;0;0;0;0;2;10;0.0;0.0;2018-2019;0
C;Lazzari;SPAL;33;6.35;6.48;0;0;0;0;0;0;8;7;0.0;0.0;2018-2019;0
C;Kurtic;SPAL;30;6.13;6.75;6;0;0;0;0;0;5;9;0.0;0.0;2018-2019;0
C;Khedira;Juventus;10;6.1;6.7;2;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
C;Cristante;Roma;35;5.87;6.13;4;0;0;0;0;0;2;10;0.0;0.0;2018-2019;0
C;Kessie';Milan;34;6.06;6.62;7;0;0;3;3;0;2;8;0.0;0.0;2018-2019;0
C;Pasalic;Atalanta;31;5.89;6.45;5;0;0;0;0;0;3;1;0.0;0.0;2018-2019;1
C;Veretout;Fiorentina;33;6.06;6.27;5;0;0;6;5;1;2;12;1.0;0.0;2018-2019;0
C;Krunic;Empoli;33;6.0;6.5;5;0;0;0;0;0;6;7;1.0;0.0;2018-2019;0
C;Perotti;Roma;13;6.0;7.04;5;0;0;3;3;0;0;3;0.0;0.0;2018-2019;0
C;Poli;Bologna;28;6.11;6.48;4;0;0;0;0;0;1;5;0.0;0.0;2018-2019;0
C;Verdi;Napoli;18;5.86;6.53;3;0;0;1;1;0;3;0;0.0;0.0;2018-2019;0
C;Pellegrini Lo.;Roma;25;6.18;6.46;2;0;0;0;0;0;4;6;0.0;0.0;2018-2019;0
C;Baselli;Torino;34;6.07;6.38;4;0;0;0;0;0;1;5;0.0;0.0;2018-2019;0
C;Pulgar;Bologna;28;5.96;6.46;6;0;0;5;5;0;2;6;1.0;1.0;2018-2019;0
C;Paqueta';Milan;13;6.12;6.19;1;0;0;0;0;0;1;4;1.0;0.0;2018-2019;0
C;Birsa;Cagliari;26;5.88;6.17;2;0;0;1;1;0;2;1;0.0;0.0;2018-2019;0
C;Bernardeschi;Juventus;25;6.04;6.26;2;0;0;0;0;0;3;5;1.0;0.0;2018-2019;0
C;Kucka;Parma;18;5.94;6.56;4;0;0;1;1;0;2;4;1.0;0.0;2018-2019;0
C;Duncan;Sassuolo;24;6.1;6.6;4;0;0;0;0;0;4;6;1.0;0.0;2018-2019;0
C;Benassi;Fiorentina;32;5.89;6.44;7;0;0;0;0;0;0;5;1.0;0.0;2018-2019;0
C;Barella;Cagliari;35;6.13;6.07;1;0;0;1;0;1;4;8;2.0;0.0;2018-2019;0
C;Joao Pedro;Cagliari;34;5.85;6.47;7;0;0;2;2;0;3;4;1.0;0.0;2018-2019;0
C;Praet;Sampdoria;34;6.07;6.25;2;0;0;0;0;0;3;6;0.0;0.0;2018-2019;0
C;Ramirez;Sampdoria;26;5.92;6.38;4;0;0;0;0;0;4;6;1.0;0.0;2018-2019;0
C;Bakayoko;Milan;29;6.02;6.05;1;0;0;0;0;0;1;5;1.0;0.0;2018-2019;0
C;Boga;Sassuolo;24;6.15;6.56;3;0;0;0;0;0;1;0;0.0;0.0;2018-2019;0
C;Traore' Hj.;Empoli;30;6.08;6.28;2;0;0;0;0;0;2;4;0.0;0.0;2018-2019;0
C;De Roon;Atalanta;34;6.01;6.1;2;0;0;1;1;0;1;8;0.0;0.0;2018-2019;0
C;Lazovic;Genoa;33;5.95;6.32;3;0;0;0;0;0;4;2;0.0;0.0;2018-2019;0
C;Brozovic;Inter;32;5.91;5.94;2;0;0;0;0;0;1;10;1.0;0.0;2018-2019;0
C;Lulic;Lazio;35;5.9;6.2;4;0;0;0;0;0;1;5;0.0;0.0;2018-2019;0
C;Hamsik;Napoli;13;5.85;5.81;0;0;0;0;0;0;0;1;0.0;0.0;2018-2019;0
C;Romulo;Lazio;27;6.04;6.17;1;0;0;1;1;0;2;1;1.0;0.0;2018-2019;0
C;Cuadrado;Juventus;16;5.78;5.97;1;0;0;0;0;0;2;4;0.0;0.0;2018-2019;0
C;Dzemaili;Bologna;27;5.8;5.87;1;0;0;0;0;0;1;4;0.0;0.0;2018-2019;0
C;Sensi;Sassuolo;28;6.05;6.27;2;0;0;0;0;0;4;8;0.0;0.0;2018-2019;0
C;Fofana;Udinese;31;5.94;6.15;2;0;0;0;0;0;3;5;0.0;0.0;2018-2019;0
C;Zajc;Empoli;20;5.98;6.45;3;0;0;0;0;0;2;1;1.0;0.0;2018-2019;0
C;Nzonzi;Roma;30;5.98;6.03;1;0;0;0;0;0;2;7;0.0;0.0;2018-2019;0
C;Meite';Torino;34;6.06;6.19;2;0;0;0;0;0;3;7;1.0;0.0;2018-2019;0
C;Castro;Cagliari;12;6.12;6.58;1;0;0;0;0;0;3;1;0.0;0.0;2018-2019;0
C;Saponara;Sampdoria;21;6.12;6.52;2;0;0;0;0;0;4;3;0.0;0.0;2018-2019;0
C;Vecino;Inter;27;5.85;6.07;3;0;0;0;0;0;1;8;0.0;0.0;2018-2019;0
C;Rincon;Torino;33;6.12;6.17;3;0;0;0;0;0;0;15;0.0;0.0;2018-2019;0
C;De Rossi;Roma;18;6.19;6.33;1;0;0;0;0;0;1;3;0.0;0.0;2018-2019;0
C;Fares;SPAL;35;5.86;5.97;3;0;0;0;0;0;1;12;0.0;0.0;2018-2019;0
C;Gagliardini;Inter;15;6.1;6.97;5;0;0;0;0;0;0;4;0.0;0.0;2018-2019;0
C;Locatelli;Sassuolo;26;5.94;6.21;2;0;0;0;0;0;4;7;0.0;0.0;2018-2019;0
C;Gerson;Fiorentina;35;5.9;6.07;3;0;0;0;0;0;3;8;0.0;1.0;2018-2019;0
C;Linetty;Sampdoria;32;5.97;6.17;3;0;0;0;0;0;3;11;0.0;0.0;2018-2019;0
C;Lucas Leiva;Lazio;26;6.0;5.94;0;0;0;0;0;0;2;7;0.0;0.0;2018-2019;0
C;Ekdal;Sampdoria;32;6.02;5.92;0;0;0;0;0;0;0;6;0.0;0.0;2018-2019;0
C;Zaniolo;Roma;27;6.13;6.5;4;0;0;0;0;0;2;8;0.0;0.0;2018-2019;0
C;Candreva;Inter;11;6.0;6.27;1;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
C;Strootman;Roma;1;5.5;5.5;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
C;Giaccherini;Chievo;26;5.83;5.87;3;0;0;2;1;1;1;8;0.0;1.0;2018-2019;0
C;Mandragora;Udinese;34;5.75;5.9;3;0;0;0;0;0;1;8;1.0;0.0;2018-2019;0
C;Lukic;Torino;18;6.08;6.28;2;0;0;0;0;0;0;7;0.0;0.0;2018-2019;0
C;Bentancur;Juventus;29;5.91;6.03;2;0;0;0;0;0;2;7;1.0;0.0;2018-2019;0
C;Marusic;Lazio;25;5.8;5.88;1;0;0;0;0;0;1;2;1.0;0.0;2018-2019;0
C;Berenguer;Torino;22;6.09;6.43;2;0;0;0;0;0;3;4;0.0;0.0;2018-2019;0
C;Soriano;Bologna;24;5.9;6.1;2;0;0;0;0;0;2;6;0.0;0.0;2018-2019;0
C;Bennacer;Empoli;35;5.9;5.86;0;0;0;0;0;0;2;7;0.0;0.0;2018-2019;0
C;Chibsah;Frosinone;31;5.94;5.95;1;0;0;0;0;0;0;5;0.0;0.0;2018-2019;0
C;Missiroli;SPAL;34;5.87;5.74;0;0;0;0;0;0;0;9;0.0;0.0;2018-2019;0
C;Acquah;Empoli;22;5.91;6.09;2;0;0;0;0;0;0;4;0.0;0.0;2018-2019;0
C;Ionita;Cagliari;37;5.76;5.97;3;0;0;0;0;0;2;4;1.0;0.0;2018-2019;0
C;Maiello;Frosinone;27;5.81;5.74;0;0;0;0;0;0;0;4;0.0;0.0;2018-2019;0
C;Jankto;Sampdoria;17;5.59;5.53;0;0;0;0;0;0;0;2;0.0;0.0;2018-2019;0
C;Beghetto;Frosinone;26;5.9;5.96;0;0;0;0;0;0;3;3;0.0;0.0;2018-2019;0
C;Barak;Udinese;5;5.4;5.4;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
C;Borini;Milan;19;5.92;6.21;2;0;0;0;0;0;1;3;0.0;0.0;2018-2019;0
C;Schiattarella;SPAL;25;5.92;5.88;0;0;0;0;0;0;4;10;0.0;0.0;2018-2019;0
C;Barilla';Parma;31;5.89;6.08;3;0;0;0;0;0;2;10;0.0;0.0;2018-2019;0
C;D'alessandro;Udinese;20;5.95;5.92;0;0;0;0;0;0;1;3;0.0;0.0;2018-2019;0
C;Hetemaj;Chievo;28;5.7;5.75;2;0;0;0;0;0;0;9;0.0;0.0;2018-2019;0
C;Badelj;Lazio;22;5.82;5.73;1;0;0;0;0;0;0;6;0.0;1.0;2018-2019;0
C;Borja Valero;Inter;23;5.91;5.85;0;0;0;0;0;0;0;4;0.0;0.0;2018-2019;0
C;Paganini;Frosinone;13;5.85;6.23;2;0;0;0;0;0;0;2;0.0;0.0;2018-2019;0
C;Bessa;Genoa;32;5.84;5.88;1;0;0;0;0;0;2;8;0.0;0.0;2018-2019;0
C;Biglia;Milan;15;5.93;6.03;1;0;0;0;0;0;0;3;0.0;0.0;2018-2019;0
C;Cataldi;Lazio;11;6.09;6.64;2;0;0;0;0;0;1;2;0.0;0.0;2018-2019;0
C;Hiljemark;Genoa;15;5.7;5.9;1;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
C;Djuricic;Sassuolo;22;5.82;6.07;2;0;0;0;0;0;1;1;1.0;0.0;2018-2019;0
C;Murgia;SPAL;14;5.93;6.11;0;0;0;0;0;0;3;1;0.0;0.0;2018-2019;0
C;Miguel Veloso;Genoa;21;5.81;5.69;0;0;0;0;0;0;1;7;0.0;0.0;2018-2019;0
C;Joao Mario N.;Inter;16;6.06;6.25;1;0;0;0;0;0;1;2;0.0;0.0;2018-2019;0
C;Vignato;Chievo;10;6.0;6.4;1;0;0;0;0;0;1;0;0.0;0.0;2018-2019;0
C;Ciciretti;Parma;5;5.6;5.6;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
C;Valoti;SPAL;21;5.86;6.0;2;0;0;0;0;0;0;6;0.0;0.0;2018-2019;0
C;Behrami;Udinese;18;6.06;6.06;1;0;0;0;0;0;0;6;0.0;0.0;2018-2019;0
C;Valzania;Frosinone;15;6.03;6.37;2;0;0;0;0;0;1;4;0.0;0.0;2018-2019;0
C;Berisha V.;Lazio;5;6.0;6.0;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
C;Stulac;Parma;21;5.86;5.79;0;0;0;0;0;0;1;3;1.0;0.0;2018-2019;0
C;Scozzarella;Parma;19;5.92;5.87;0;0;0;0;0;0;3;8;0.0;0.0;2018-2019;0
C;Bourabia;Sassuolo;31;5.82;5.77;1;0;0;0;0;0;0;7;1.0;0.0;2018-2019;0
C;Bradaric F.;Cagliari;23;5.65;5.5;0;0;0;0;0;0;1;5;0.0;1.0;2018-2019;0
C;Fernandes;Fiorentina;28;5.68;5.71;2;0;0;0;0;0;0;8;1.0;0.0;2018-2019;0
C;Piazon;Chievo;3;5.67;5.67;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
C;Cigarini;Cagliari;23;5.87;5.72;0;0;0;0;0;0;1;9;0.0;0.0;2018-2019;0
C;Grassi;Parma;6;5.83;5.83;0;0;0;0;0;0;0;0;0.0;0.0;2018-2019;0
C;Diawara;Napoli;11;5.82;5.64;0;0;0;0;0;0;0;4;0.0;0.0;2018-2019;0
C;Radovanovic;Genoa;35;5.66;5.53;0;0;0;0;0;0;0;9;0.0;0.0;2018-2019;0
C;Diousse';Chievo;14;5.79;5.61;0;0;0;0;0;0;0;5;0.0;0.0;2018-2019;0
C;Laxalt;Milan;13;5.77;5.69;0;0;0;0;0;0;0;2;0.0;0.0;2018-2019;0
C;Padoin;Cagliari;28;5.73;5.73;0;0;0;0;0;0;1;2;0.0;0.0;2018-2019;0
C;Rigoni L;Parma;22;5.66;5.82;2;0;0;0;0;0;0;5;0.0;0.0;2018-2019;0
C;Ucan;Empoli;7;6.0;6.5;1;0;0;0;0;0;1;1;0.0;0.0;2018-2019;0
C;Magnanelli;Sassuolo;23;5.87;5.76;0;0;0;0;0;0;0;3;1.0;0.0;2018-2019;0
C;Krejci;Bologna;16;5.59;5.72;0;0;0;0;0;0;3;2;0.0;0.0;2018-2019;0
C;Kiyine;Chievo;18;5.92;5.81;0;0;0;0;0;0;1;7;0.0;0.0;2018-2019;0
C;Depaoli;Chievo;32;5.75;5.66;0;0;0;0;0;0;4;10;2.0;0.0;2018-2019;0
C;Cassata;Frosinone;18;5.83;6.0;2;0;0;0;0;0;2;8;1.0;0.0;2018-2019;0
C;Eysseric;Fiorentina;8;5.94;6.0;0;0;0;0;0;0;1;1;0.0;0.0;2018-2019;0
C;Sandro;Udinese;21;5.64;5.43;0;0;0;0;0;0;1;8;0.0;1.0;2018-2019;0
C;Dabo;Fiorentina;17;5.79;5.91;1;0;0;0;0;0;1;4;0.0;0.0;2018-2019;0
C;Svanberg;Bologna;21;5.67;5.71;0;0;0;0;0;0;2;2;0.0;0.0;2018-2019;0
C;Lerager;Genoa;14;5.68;5.75;1;0;0;0;0;0;0;4;0.0;0.0;2018-2019;0
C;Jankovic;SPAL;2;6.0;5.75;0;0;0;0;0;0;0;1;0.0;0.0;2018-2019;0
